                     Mode	            TimeStamp [s]	              All #pulses	                  #Pulses	                      #BD	         PS  Vin Marx [V]	        Pulse length [us]	               Delay [ns]	            Cur Level [A]	           Frequency [Hz]	      Temp. Charge switch	       Temp. Pulse switch	                FUG M [V]	                      BDR	       Output voltage [V]	                FUG P [V]	           Stop condition	                 Gap [um]	      MaxPulses per Cycle	              Safe pulses	    Gain Voltage at 0 [V]	   Gain after Timeout [V]	    Conditioning Goal [V]	                  Max BDR	               Cur M [mA]	         Pulses before BD	               PulsesMarx	                        S	             Target V [V]	                 Polarity	                Generator	          Temperature [K]	           CG Step Up [V]	         CG Step Down [V]	          Min Cycles @ GC	    Min Cycles Since Decr	          Max BDR to Incr	          Min BDR to Decr	          Pulse Window GC	              Cycles @ CG	        Cycles Since Decr	                   BDR GC	        Conditioning Mode
                        0	          3769601609.1129	                      972	                      600	                        2	                      411	                     1.00	                      600	                       27	                   720.00	                    21.90	                    28.60	                 412.2680	                 2.068E-6	                5730.3349	                 412.2507	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                    33.22	                        0	                      100	                        6	                     7072	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 5.789E-7	                        2
                        2	          3769601611.5542	                      974	                      602	                        3	                      435	                     1.00	                      600	                       27	                   720.00	                    21.90	                    28.70	                 435.9590	                 3.066E-6	                6065.9689	                 435.9306	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                     2.60	                      602	                        2	                        0	                     7072	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 6.788E-7	                        2
                        0	          3769601624.0580	                     1074	                      100	                        3	                      107	                     1.00	                      600	                       10	                   720.00	                    21.70	                    28.80	                 107.6450	                 3.066E-6	                1414.6943	                 107.6242	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                     8.13	                        0	                      100	                        1	                     7058	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 6.788E-7	                        2
                        0	          3769601626.5003	                     1174	                      200	                        3	                      207	                     1.00	                      600	                       17	                   720.00	                    21.70	                    28.80	                 207.2390	                 3.066E-6	                2825.6577	                 207.2138	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                    16.25	                        0	                      100	                        2	                     7058	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 6.788E-7	                        2
                        0	          3769601628.9194	                     1274	                      300	                        3	                      281	                     1.00	                      600	                       21	                   720.00	                    21.60	                    28.80	                 281.9200	                 3.066E-6	                3883.6749	                 281.9059	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                    22.40	                        0	                      100	                        3	                     7058	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 6.788E-7	                        2
                        0	          3769601631.3676	                     1374	                      400	                        3	                      338	                     1.00	                      600	                       24	                   720.00	                    21.60	                    28.80	                 337.9400	                 3.066E-6	                4677.3188	                 337.9250	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                    27.04	                        0	                      100	                        4	                     7058	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 6.788E-7	                        2
                        0	          3769601633.8046	                     1474	                      500	                        3	                      379	                     1.00	                      600	                       26	                   720.00	                    21.60	                    28.80	                 379.9660	                 3.066E-6	                5272.7075	                 379.9393	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                    30.52	                        0	                      100	                        5	                     7058	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 6.788E-7	                        2
                        2	          3769601636.2448	                     1526	                      552	                        4	                      410	                     1.00	                      600	                       27	                   720.00	                    21.60	                    28.80	                 411.4600	                 4.065E-6	                5718.8879	                 411.4501	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                    37.21	                      552	                       52	                        0	                     7058	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 7.788E-7	                        2
                        0	          3769601648.7304	                     1626	                      100	                        4	                      107	                     1.00	                      600	                       10	                   730.00	                    21.40	                    28.80	                 107.4190	                 4.065E-6	                1411.4925	                 107.4266	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                     8.22	                        0	                      100	                        1	                     7044	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 7.788E-7	                        2
                        0	          3769601651.1699	                     1726	                      200	                        4	                      207	                     1.00	                      600	                       17	                   730.00	                    21.60	                    28.80	                 206.8350	                 4.065E-6	                2819.9342	                 206.8185	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                    16.43	                        0	                      100	                        2	                     7044	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 7.788E-7	                        2
                        0	          3769601653.5894	                     1826	                      300	                        4	                      281	                     1.00	                      600	                       21	                   730.00	                    21.40	                    28.80	                 281.3870	                 4.065E-6	                3876.1238	                 281.3624	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                    22.65	                        0	                      100	                        3	                     7044	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 7.788E-7	                        2
                        0	          3769601656.0338	                     1926	                      400	                        4	                      336	                     1.00	                      600	                       24	                   730.00	                    21.40	                    28.90	                 337.2880	                 4.065E-6	                4668.0818	                 337.2703	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                    27.33	                        0	                      100	                        4	                     7044	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 7.788E-7	                        2
                        0	          3769601658.4537	                     2026	                      500	                        4	                      378	                     1.00	                      600	                       25	                   730.00	                    21.40	                    28.90	                 379.2350	                 4.065E-6	                5262.3514	                 379.2013	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                    30.86	                        0	                      100	                        5	                     7044	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 7.788E-7	                        2
                        0	          3769601660.8965	                     2126	                      600	                        4	                      410	                     1.00	                      600	                       27	                   730.00	                    21.40	                    28.90	                 410.6770	                 4.065E-6	                5707.7950	                 410.6495	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                    33.52	                        0	                      100	                        6	                     7044	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 7.788E-7	                        2
                        0	          3769601663.3143	                     2226	                      700	                        4	                      433	                     1.00	                      600	                       27	                   730.00	                    21.40	                    29.00	                 434.2490	                 4.065E-6	                6041.7431	                 434.2356	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                    35.50	                        0	                      100	                        7	                     7044	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 7.788E-7	                        2
                        2	          3769601665.7546	                     2231	                      705	                        5	                      452	                     1.00	                      600	                       28	                   730.00	                    21.30	                    28.90	                 451.9520	                 5.062E-6	                6292.5442	                 451.9253	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                     2.78	                      705	                        5	                        0	                     7044	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 8.787E-7	                        2
                        0	          3769601678.2668	                     2331	                      100	                        5	                      107	                     1.00	                      600	                       10	                   730.00	                    21.30	                    29.00	                 107.2310	                 5.062E-6	                1408.8291	                 107.2289	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                     8.20	                        0	                      100	                        1	                     7030	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 8.787E-7	                        2
                        0	          3769601680.7074	                     2431	                      200	                        5	                      205	                     1.00	                      600	                       17	                   730.00	                    21.10	                    29.10	                 206.4370	                 5.062E-6	                2814.2956	                 206.4232	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                    16.40	                        0	                      100	                        2	                     7030	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 8.787E-7	                        2
                        0	          3769601683.1516	                     2531	                      300	                        5	                      281	                     1.00	                      600	                       21	                   730.00	                    21.30	                    29.00	                 280.8510	                 5.062E-6	                3868.5302	                 280.8189	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                    22.61	                        0	                      100	                        3	                     7030	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 8.787E-7	                        2
                        0	          3769601685.5732	                     2631	                      400	                        5	                      336	                     1.00	                      600	                       24	                   730.00	                    21.10	                    29.10	                 336.6390	                 5.062E-6	                4658.8873	                 336.6156	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                    27.28	                        0	                      100	                        4	                     7030	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 8.787E-7	                        2
                        0	          3769601688.0113	                     2731	                      500	                        5	                      377	                     1.00	                      600	                       25	                   730.00	                    21.10	                    29.10	                 378.4900	                 5.062E-6	                5251.7968	                 378.4632	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                    30.79	                        0	                      100	                        5	                     7030	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 8.787E-7	                        2
                        0	          3769601690.4306	                     2831	                      600	                        5	                      409	                     1.00	                      600	                       27	                   730.00	                    21.10	                    29.10	                 409.8710	                 5.062E-6	                5696.3763	                 409.8489	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                    33.44	                        0	                      100	                        6	                     7030	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 8.787E-7	                        2
                        2	          3769601692.8734	                     2890	                      659	                        6	                      433	                     1.00	                      600	                       27	                   730.00	                    21.10	                    29.10	                 433.4100	                 6.058E-6	                6029.8569	                 433.3881	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                    24.02	                      659	                       59	                        0	                     7030	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 9.787E-7	                        2
                        0	          3769601705.3586	                     2990	                      100	                        6	                      107	                     1.00	                      600	                       10	                   730.00	                    21.10	                    29.10	                 107.0370	                 6.058E-6	                1406.0806	                 107.0313	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     7100	                 1.000E-5	                     8.19	                        0	                      100	                        0	                     7016	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 9.787E-7	                        2
