3.6124	12.3623	0	15.3401	3.5687	3.5452	-0	-0	16.1727771759033	26.3866672515869	25.9694442749023	71.6650009155273	8.6184463500977	8.9276323318481	21.925329208374	22.0643539428711	13.3068828582764	22.8038902282715	10236.2998046875	0	0	3782288987.32297754	0	0.000000001	0.000000083
3.638	12.2877	0	15.2487	3.5603	3.5603	-0	-0	16.1572227478027	26.3972225189209	25.9644432067871	71.5422210693359	9.238974571228	8.9325485229492	22.2700653076172	22.0680313110352	13.0310907363892	22.6903057098389	10236.2998046875	0	0	3782288992.32251215	0	0.000000001	0.000000084
3.6312	12.2158	0	15.1582	3.5958	3.5958	-0	-0	16.1416664123535	26.3788890838623	25.9616680145264	71.4244384765625	8.7563419342041	8.9325456619263	21.8563804626465	22.070556640625	13.1000385284424	22.7724189758301	10236.2998046875	0	0	3782288997.32310581	0	0.000000001	0.000000083
3.5897	12.1434	0	15.0658	3.625	3.5881	-0	-0	16.1388893127441	26.3688869476318	25.9772243499756	71.4477844238281	8.9631843566895	8.934024810791	22.0632228851318	22.072021484375	13.1000385284424	22.7040252685547	10236.2998046875	0	0	3782289002.32409906	0	0.000000001	0.000000083
3.5434	12.0703	0	14.9753	3.6241	3.6189	-0	-0	16.1366672515869	26.3505554199219	25.9872226715088	71.4638900756836	8.6184463500977	8.9272050857544	21.925329208374	22.0644264221191	13.3068828582764	22.8348712921143	10236.2998046875	0	0	3782289007.32384729	0	0.000000001	0.000000083
3.5202	12.0001	0	14.8874	3.5858	3.5858	-0	-0	16.1133346557617	26.3688869476318	25.9850025177002	71.445556640625	9.238974571228	8.9310932159424	22.2700653076172	22.0671043395996	13.0310907363892	22.7050838470459	10236.2998046875	0	0	3782289012.32403755	0	0.000000001	0.000000083
3.5526	11.9286	0	14.8002	3.5154	3.5154	-0	-0	16.0977783203125	26.3716659545898	25.9716663360596	71.353889465332	9.1700267791748	8.9287509918213	22.1321716308594	22.0655784606934	12.9621448516846	22.7175807952881	10236.2998046875	0	0	3782289017.3241744	0	0.000000001	0.000000084
3.5886	11.8581	0	14.7114	3.514	3.514	-0	-0	16.1105556488037	26.3866672515869	25.9616680145264	71.3433303833008	9.238974571228	8.9328155517578	22.3390140533447	22.0675411224365	13.1000394821167	22.6228313446045	10236.2998046875	0	0	3782289022.32360458	0	0.000000001	0.000000083
3.6066	11.788	0	14.6213	3.5375	3.5375	-0	-0	16.1311111450195	26.392219543457	25.9588871002197	71.4244384765625	8.4805517196655	8.9266767501831	21.8563804626465	22.0650367736816	13.375828742981	22.7428455352783	10236.2998046875	0	0	3782289027.32336473	0	0.000000001	0.000000084
3.5886	11.7182	0	14.5351	3.574	3.574	-0	-0	16.1261119842529	26.3944473266602	25.9616680145264	71.4661178588867	8.5494995117187	8.9279804229736	21.7874336242676	22.0670032501221	13.2379341125488	22.7487010955811	10236.2998046875	0	0	3782289032.3239336	0	0.000000001	0.000000083
3.5865	11.6492	0	14.4485	3.597	3.5668	-0	-0	16.1211128234863	26.3894443511963	25.9644432067871	71.5450057983398	8.6873941421509	8.9291839599609	21.7874336242676	22.0685443878174	13.1000394821167	22.7921504974365	10236.2998046875	0	0	3782289037.32344007	0	0.000000001	0.000000083
3.5023	11.5804	0	14.3627	3.5836	3.5836	-0	-0	16.1261119842529	26.3816661834717	25.9716663360596	71.7044372558594	9.0321321487427	8.9325542449951	22.2700653076172	22.0702018737793	13.2379331588745	22.6846694946289	10236.2998046875	0	0	3782289042.32332563	0	0.000000001	0.000000083
3.4871	11.5111	0	14.2759	3.5393	3.5393	-0	-0	16.1338882446289	26.3844432830811	25.9794445037842	71.7305603027344	9.238974571228	8.9314317703247	22.4079608917236	22.0684757232666	13.1689863204956	22.6799945831299	10236.2998046875	0	0	3782289047.32328224	0	0.000000001	0.000000083
3.4965	11.4432	0	14.1903	3.4972	3.4972	-0	-0	16.1311111450195	26.3894443511963	25.9899978637695	71.6677780151367	8.9631843566895	8.9327249526978	21.9942760467529	22.0710906982422	13.1000394821167	22.717414855957	10236.2998046875	0	0	3782289052.32387829	0	0.000000001	0.000000084
3.5275	11.3767	0	14.1068	3.4784	3.4784	-0	-0	16.1288890838623	26.3788890838623	25.9872226715088	71.5288925170898	9.1700267791748	8.9270305633545	22.1321716308594	22.0643405914307	12.9621448516846	22.791618347168	10236.2998046875	0	0	3782289057.32354545	0	0.000000001	0.000000083
