3.3284	3.8297	0	5.5231	3.2926	3.2691	-0	-0	14.3833332061768	24.7166652679443	24.2477798461914	71.7122268676758	9.1700267791748	8.8948411941528	22.3390140533447	21.9573440551758	13.1689872741699	22.9925594329834	10017.099609375	0	0	3781499783.42030096	0	0.000000001	0.00000000001
3.3517	3.8296	0	5.5233	3.326	3.2905	-0	-0	14.3705558776855	24.7272243499756	24.2477798461914	71.7544479370117	8.7563419342041	8.8859548568726	21.8563804626465	21.9513053894043	13.1000385284424	23.0799903869629	10017.099609375	0	0	3781499788.42089271	0	0.000000001	0.00000000001
3.3422	3.8298	0	5.5231	3.3227	3.3227	-0	-0	14.3883323669434	24.7450008392334	24.2477798461914	71.6494445800781	8.4805517196655	8.8886280059814	21.6495380401611	21.9539737701416	13.1689863204956	23.0613403320312	10017.099609375	0	0	3781499793.42024469	0	0.000000001	0.00000000001
3.3069	3.8299	0	5.5228	3.3437	3.3489	-0	-0	14.4138898849487	24.7194442749023	24.2477798461914	71.6494445800781	8.9631843566895	8.887077331543	21.925329208374	21.9500026702881	12.9621448516846	23.0240650177002	10017.099609375	0	0	3781499798.42094803	0	0.000000001	0.00000000001
3.2765	3.8298	0	5.5228	3.3454	3.3454	-0	-0	14.4655542373657	24.6883335113525	24.2477798461914	71.7094421386719	8.3877897262573	8.8876810073853	21.71848487854	21.9495716094971	13.3068809509277	23.0929946899414	10017.099609375	0	0	3781499803.42026663	0	0.000000001	0.00000000001
3.2653	3.8298	0	5.5229	3.3122	3.3122	-0	-0	14.4499988555908	24.6883335113525	24.2449989318848	71.7044372558594	9.0321321487427	8.8958768844604	22.3390140533447	21.9546661376953	13.3068819046021	23.0184936523437	10017.099609375	0	0	3781499808.42064142	0	0.000000001	0.00000000001
3.2736	3.8297	0	5.5233	3.2656	3.2804	-0	-0	14.4138898849487	24.6961135864258	24.2400016784668	71.5816650390625	8.7563419342041	8.8952770233154	21.7874336242676	21.9514598846436	13.0310916900635	23.0493602752686	10017.099609375	0	0	3781499813.42060232	0	0.000000001	0.00000000001
3.3004	3.8295	0	5.5225	3.2657	3.2657	-0	-0	14.4038887023926	24.6833324432373	24.2272243499756	71.4977722167969	8.9631843566895	8.8954477310181	22.1321716308594	21.9537162780762	13.1689872741699	23.036750793457	10017.099609375	0	0	3781499818.42207527	0	0.000000001	0.00000000001
3.3347	3.8297	0	5.5227	3.2715	3.2662	-0	-0	14.4422216415405	24.6727809906006	24.2244434356689	71.5238876342773	9.0321321487427	8.8893184661865	21.925329208374	21.9472217559814	12.8931970596313	23.0488052368164	10017.099609375	0	0	3781499823.4223032	0	0.000000001	0.00000000001
3.3518	3.8297	0	5.523	3.296	3.2704	-0	-0	14.4400005340576	24.7011108398437	24.2400016784668	71.6100006103516	8.5494995117187	8.8882865905762	21.7874336242676	21.9484462738037	13.2379341125488	23.1229591369629	10017.099609375	0	0	3781499828.42367601	0	0.000000001	0.00000000001
