V(1) [kV]	V(2) [kV]	V(3) [kV]	I(1) [mA]	I(2) [mA]	I(3) [mA]	MeanV [kV]	MeanI[mA]	SetV [kV]
4.4043076	4.4040302	4.4043076	0.0523029	0.0521391	0.0521985	4.4042151	0.0522135	4.4000000	3781692124.3076425
4.4037528	4.4043076	4.4040302	0.0521492	0.0522962	0.0524062	4.4040302	0.0522839	4.4000000	3781692125.4659624
4.4043076	4.4037528	4.4037528	0.0523706	0.0522696	0.0523373	4.4039377	0.0523259	4.4000000	3781692126.6375489
4.4037528	4.4045852	4.4040302	0.0524699	0.0525987	0.0522379	4.4041227	0.0524355	4.4000000	3781692127.7915454
4.4040302	4.4043076	4.4043076	0.0523908	0.0523211	0.0521992	4.4042151	0.0523037	4.4000000	3781692128.9550834
4.4045852	4.4040302	4.4043076	0.0522651	0.0523559	0.0522656	4.4043077	0.0522955	4.4000000	3781692130.1189809
4.4040302	4.4043076	4.4034754	0.0523397	0.0524997	0.0526698	4.4039377	0.0525031	4.4000000	3781692131.2950306
4.4043076	4.4037528	4.4037528	0.0525415	0.0526715	0.0525785	4.4039377	0.0525972	4.4000000	3781692132.4606338
4.4034754	4.4034754	4.4034754	0.0523543	0.0522157	0.0525323	4.4034754	0.0523674	4.4000000	3781692133.6325393
4.4037528	4.4040302	4.4040302	0.0525582	0.0527804	0.0527187	4.4039377	0.0526858	4.4000000	3781692134.8720727
4.4040302	4.4043076	4.4034754	0.0525449	0.0523504	0.0522731	4.4039377	0.0523895	4.4000000	3781692136.0371304
4.4043076	4.4037528	4.4040302	0.0522247	0.0522396	0.0522385	4.4040302	0.0522343	4.4000000	3781692137.2037225
4.4037528	4.4037528	4.4043076	0.0522131	0.0524183	0.0523990	4.4039377	0.0523434	4.4000000	3781692138.3671346
4.4037528	4.4040302	4.4040302	0.0522948	0.0522904	0.0521011	4.4039377	0.0522288	4.4000000	3781692139.5325665
4.4037528	4.4040302	4.4043076	0.0522605	0.0524469	0.0523883	4.4040302	0.0523652	4.4000000	3781692140.6982646
4.4040302	4.4037528	4.4043076	0.0520891	0.0521180	0.0520898	4.4040302	0.0520990	4.4000000	3781692141.8453226
4.4040302	4.4043076	4.4043076	0.0522846	0.0520523	0.0523639	4.4042151	0.0522336	4.4000000	3781692143.0109282
4.4040302	4.4037528	4.4045852	0.0521848	0.0520425	0.0522557	4.4041227	0.0521610	4.4000000	3781692144.1703153
4.4037528	4.4037528	4.4037528	0.0520820	0.0520024	0.0520832	4.4037528	0.0520559	4.4000000	3781692145.3372498
4.4034754	4.4034754	4.4034754	0.0519002	0.0520423	0.0521704	4.4034754	0.0520376	4.4000000	3781692146.5039344
4.4034754	4.4034754	4.4040302	0.0520286	0.0520806	0.0519873	4.4036603	0.0520322	4.4000000	3781692147.6703577
4.4037528	4.4034754	4.4031980	0.0518987	0.0520840	0.0522654	4.4034754	0.0520827	4.4000000	3781692148.8303065
4.4034754	4.4037528	4.4040302	0.0517812	0.0517996	0.0518691	4.4037528	0.0518166	4.4000000	3781692149.9897256
4.4034754	4.4037528	4.4040302	0.0522092	0.0520312	0.0520659	4.4037528	0.0521021	4.4000000	3781692151.1577911
4.4040302	4.4034754	4.4031980	0.0521954	0.0519189	0.0520041	4.4035679	0.0520395	4.4000000	3781692152.3279290
4.4037528	4.4034754	4.4034754	0.0517576	0.0516674	0.0516787	4.4035679	0.0517012	4.4000000	3781692153.4914312
4.4031980	4.4034754	4.4034754	0.0518121	0.0517289	0.0519079	4.4033829	0.0518163	4.4000000	3781692154.6474423
4.4037528	4.4034754	4.4031980	0.0521984	0.0519486	0.0520814	4.4034754	0.0520761	4.4000000	3781692155.8171458
4.4034754	4.4037528	4.4034754	0.0521513	0.0521259	0.0522007	4.4035679	0.0521593	4.4000000	3781692156.9871774
4.4040302	4.4037528	4.4040302	0.0525115	0.0523023	0.0521810	4.4039377	0.0523316	4.4000000	3781692158.1583385
4.4037528	4.4037528	4.4037528	0.0519603	0.0521529	0.0521598	4.4037528	0.0520910	4.4000000	3781692159.3138199
4.4040302	4.4043076	4.4040302	0.0519995	0.0520411	0.0519561	4.4041227	0.0519989	4.4000000	3781692160.4793935
4.4037528	4.4034754	4.4037528	0.0520222	0.0521819	0.0521694	4.4036603	0.0521245	4.4000000	3781692161.6439762
4.4037528	4.4040302	4.4037528	0.0520089	0.0520766	0.0520612	4.4038453	0.0520489	4.4000000	3781692162.8123670
4.4040302	4.4037528	4.4040302	0.0522406	0.0522978	0.0520296	4.4039377	0.0521893	4.4000000	3781692163.9836431
4.4034754	4.4040302	4.4034754	0.0522038	0.0522802	0.0523309	4.4036603	0.0522716	4.4000000	3781692165.1525073
4.4037528	4.4040302	4.4034754	0.0525413	0.0525677	0.0522973	4.4037528	0.0524688	4.4000000	3781692166.3252025
4.4037528	4.4034754	4.4037528	0.0524846	0.0523323	0.0524276	4.4036603	0.0524148	4.4000000	3781692167.4862967
4.4037528	4.4034754	4.4037528	0.0527006	0.0526068	0.0522134	4.4036603	0.0525070	4.4000000	3781692168.6504426
4.4037528	4.4031980	4.4040302	0.0522611	0.0523827	0.0522992	4.4036603	0.0523144	4.4000000	3781692169.8141799
4.4034754	4.4031980	4.4040302	0.0522437	0.0521819	0.0524546	4.4035679	0.0522934	4.4000000	3781692170.9751263
4.4031980	4.4034754	4.4040302	0.0523761	0.0520320	0.0521175	4.4035679	0.0521752	4.4000000	3781692172.1233830
4.4040302	4.4034754	4.4037528	0.0518028	0.0517696	0.0519818	4.4037528	0.0518514	4.4000000	3781692173.2897129
4.4037528	4.4034754	4.4037528	0.0521947	0.0519738	0.0520749	4.4036603	0.0520811	4.4000000	3781692174.4428282
4.4037528	4.4034754	4.4037528	0.0520245	0.0519809	0.0520401	4.4036603	0.0520152	4.4000000	3781692175.6045041
4.4031980	4.4037528	4.4037528	0.0519252	0.0522093	0.0519788	4.4035679	0.0520378	4.4000000	3781692176.7688017
4.4037528	4.4037528	4.4037528	0.0520743	0.0517145	0.0518695	4.4037528	0.0518861	4.4000000	3781692177.9342289
4.4040302	4.4040302	4.4037528	0.0520256	0.0521451	0.0522798	4.4039377	0.0521502	4.4000000	3781692179.1002250
4.4040302	4.4034754	4.4037528	0.0518664	0.0521964	0.0521519	4.4037528	0.0520716	4.4000000	3781692180.2680097
4.4043076	4.4034754	4.4037528	0.0522842	0.0523145	0.0521713	4.4038453	0.0522567	4.4000000	3781692181.4306254
4.4037528	4.4037528	4.4031980	0.0522932	0.0519003	0.0518131	4.4035679	0.0520022	4.4000000	3781692182.5829167
4.4040302	4.4034754	4.4031980	0.0519081	0.0517801	0.0517584	4.4035679	0.0518155	4.4000000	3781692183.7471185
4.4040302	4.4037528	4.4031980	0.0518204	0.0518576	0.0517044	4.4036603	0.0517941	4.4000000	3781692184.9071231
4.4029204	4.4031980	4.4029204	0.0517527	0.0518779	0.0517749	4.4030129	0.0518018	4.4000000	3781692186.0642862
4.4029204	4.4034754	4.4029204	0.0516863	0.0517446	0.0517646	4.4031054	0.0517318	4.4000000	3781692187.2481151
4.4037528	4.4037528	4.4034754	0.0517198	0.0518911	0.0517989	4.4036603	0.0518033	4.4000000	3781692188.4127536
4.4040302	4.4034754	4.4043076	0.0517723	0.0520369	0.0519264	4.4039377	0.0519119	4.4000000	3781692189.5774097
4.4034754	4.4037528	4.4040302	0.0519064	0.0519215	0.0518653	4.4037528	0.0518977	4.4000000	3781692190.7426887
4.4037528	4.4043076	4.4034754	0.0521241	0.0520339	0.0518790	4.4038453	0.0520123	4.4000000	3781692191.9094696
4.4034754	4.4034754	4.4034754	0.0518572	0.0519086	0.0517591	4.4034754	0.0518416	4.4000000	3781692193.0699639
4.4043076	4.4040302	4.4034754	0.0516831	0.0519594	0.0519107	4.4039377	0.0518511	4.4000000	3781692194.2372494
4.4040302	4.4037528	4.4040302	0.0517025	0.0517266	0.0515181	4.4039377	0.0516490	4.4000000	3781692195.4032264
4.4043076	4.4037528	4.4037528	0.0517186	0.0516438	0.0518831	4.4039377	0.0517485	4.4000000	3781692196.5657778
4.4040302	4.4034754	4.4043076	0.0522087	0.0520202	0.0521354	4.4039377	0.0521214	4.4000000	3781692197.7313528
4.4040302	4.4043076	4.4037528	0.0519315	0.0520084	0.0521412	4.4040302	0.0520270	4.4000000	3781692198.8982377
4.4037528	4.4037528	4.4037528	0.0521631	0.0520481	0.0520968	4.4037528	0.0521027	4.4000000	3781692200.0600257
4.4043076	4.4040302	4.4037528	0.0521294	0.0521285	0.0521147	4.4040302	0.0521242	4.4000000	3781692201.2111983
4.4031980	4.4034754	4.4037528	0.0521677	0.0521807	0.0522463	4.4034754	0.0521982	4.4000000	3781692202.3823218
4.4029204	4.4031980	4.4037528	0.0519136	0.0518731	0.0518108	4.4032904	0.0518658	4.4000000	3781692203.5384927
4.4037528	4.4037528	4.4040302	0.0519341	0.0517920	0.0518314	4.4038453	0.0518525	4.4000000	3781692204.7024422
4.4040302	4.4037528	4.4043076	0.0515552	0.0515749	0.0518330	4.4040302	0.0516544	4.4000000	3781692205.8598351
4.4037528	4.4043076	4.4040302	0.0514191	0.0515876	0.0515344	4.4040302	0.0515137	4.4000000	3781692207.0270634
4.4037528	4.4043076	4.4037528	0.0513417	0.0515546	0.0514898	4.4039377	0.0514620	4.4000000	3781692208.2001390
4.4040302	4.4034754	4.4037528	0.0515724	0.0513766	0.0514934	4.4037528	0.0514808	4.4000000	3781692209.3600488
4.4034754	4.4037528	4.4040302	0.0514890	0.0514167	0.0513206	4.4037528	0.0514088	4.4000000	3781692210.5237374
4.4040302	4.4034754	4.4034754	0.0514206	0.0512762	0.0510026	4.4036603	0.0512331	4.4000000	3781692211.6861930
4.4043076	4.4043076	4.4040302	0.0512647	0.0513680	0.0513748	4.4042151	0.0513358	4.4000000	3781692212.8421264
4.4043076	4.4040302	4.4045852	0.0511770	0.0512520	0.0512016	4.4043077	0.0512102	4.4000000	3781692214.0092206
4.4040302	4.4037528	4.4040302	0.0513805	0.0515161	0.0515834	4.4039377	0.0514933	4.4000000	3781692215.1742182
4.4043076	4.4040302	4.4043076	0.0515026	0.0514996	0.0514960	4.4042151	0.0514994	4.4000000	3781692216.3427343
4.4043076	4.4043076	4.4045852	0.0515170	0.0513897	0.0514806	4.4044001	0.0514624	4.4000000	3781692217.5001154
4.4034754	4.4043076	4.4043076	0.0513765	0.0512301	0.0516108	4.4040302	0.0514058	4.4000000	3781692218.6791105
4.4045852	4.4040302	4.4051400	0.0516787	0.0513464	0.0514318	4.4045851	0.0514857	4.4000000	3781692219.8384290
4.4043076	4.4045852	4.4048626	0.0516784	0.0516646	0.0518319	4.4045851	0.0517250	4.4000000	3781692220.9892592
4.4043076	4.4043076	4.4043076	0.0517299	0.0515342	0.0514100	4.4043076	0.0515580	4.4000000	3781692222.1587834
4.4045852	4.4045852	4.4045852	0.0517047	0.0518711	0.0519861	4.4045852	0.0518540	4.4000000	3781692223.3151240
4.4045852	4.4048626	4.4043076	0.0520436	0.0518496	0.0518200	4.4045851	0.0519044	4.4000000	3781692224.4874754
4.4043076	4.4043076	4.4045852	0.0520204	0.0520730	0.0520541	4.4044001	0.0520492	4.4000000	3781692225.6464734
4.4045852	4.4037528	4.4040302	0.0517299	0.0518691	0.0517554	4.4041227	0.0517848	4.4000000	3781692226.8141990
4.4040302	4.4045852	4.4043076	0.0520590	0.0519485	0.0517278	4.4043077	0.0519117	4.4000000	3781692227.9776878
4.4037528	4.4045852	4.4043076	0.0518741	0.0519539	0.0516099	4.4042152	0.0518126	4.4000000	3781692229.1397328
4.4043076	4.4043076	4.4040302	0.0521194	0.0518845	0.0518242	4.4042151	0.0519427	4.4000000	3781692230.3068175
4.4043076	4.4048626	4.4043076	0.0518415	0.0519586	0.0517503	4.4044926	0.0518501	4.4000000	3781692231.4694638
4.4043076	4.4040302	4.4043076	0.0518462	0.0517104	0.0516738	4.4042151	0.0517435	4.4000000	3781692232.6307616
4.4040302	4.4045852	4.4037528	0.0518409	0.0518525	0.0519863	4.4041227	0.0518933	4.4000000	3781692233.8038497
4.4040302	4.4040302	4.4045852	0.0520304	0.0521732	0.0525973	4.4042152	0.0522670	4.4000000	3781692234.9558601
4.4045852	4.4045852	4.4043076	0.0524139	0.0522116	0.0519252	4.4044927	0.0521836	4.4000000	3781692236.1193337
4.4045852	4.4045852	4.4043076	0.0522639	0.0522571	0.0524569	4.4044927	0.0523260	4.4000000	3781692237.2845654
4.4040302	4.4043076	4.4043076	0.0523661	0.0523100	0.0521260	4.4042151	0.0522673	4.4000000	3781692238.4510121
4.4034754	4.4043076	4.4043076	0.0524057	0.0523503	0.0523925	4.4040302	0.0523828	4.4000000	3781692239.6182833
4.4040302	4.4040302	4.4037528	0.0523796	0.0523213	0.0523431	4.4039377	0.0523480	4.4000000	3781692240.7920809
4.4034754	4.4043076	4.4043076	0.0521847	0.0522131	0.0522315	4.4040302	0.0522098	4.4000000	3781692241.9599104
4.4034754	4.4034754	4.4045852	0.0521360	0.0523702	0.0520343	4.4038453	0.0521802	4.4000000	3781692243.1525311
4.4037528	4.4037528	4.4040302	0.0520008	0.0522754	0.0521067	4.4038453	0.0521276	4.4000000	3781692244.3085418
4.4031980	4.4034754	4.4040302	0.0521790	0.0520304	0.0519985	4.4035679	0.0520693	4.4000000	3781692245.4727106
4.4037528	4.4040302	4.4034754	0.0519470	0.0520391	0.0520330	4.4037528	0.0520064	4.4000000	3781692246.6387553
4.4040302	4.4034754	4.4045852	0.0517324	0.0518499	0.0521260	4.4040303	0.0519028	4.4000000	3781692247.8044815
4.4045852	4.4037528	4.4037528	0.0523321	0.0522208	0.0521233	4.4040303	0.0522254	4.4000000	3781692248.9640026
4.4037528	4.4037528	4.4037528	0.0519950	0.0520296	0.0521964	4.4037528	0.0520737	4.4000000	3781692250.1269889
4.4029204	4.4037528	4.4040302	0.0523019	0.0522544	0.0523008	4.4035678	0.0522857	4.4000000	3781692251.2940874
4.4037528	4.4034754	4.4034754	0.0521658	0.0519822	0.0520543	4.4035679	0.0520675	4.4000000	3781692252.4602718
4.4034754	4.4034754	4.4037528	0.0521026	0.0518688	0.0520939	4.4035679	0.0520218	4.4000000	3781692253.6267791
4.4037528	4.4037528	4.4034754	0.0523081	0.0521145	0.0524182	4.4036603	0.0522803	4.4000000	3781692254.7896318
4.4031980	4.4037528	4.4037528	0.0524374	0.0522255	0.0523281	4.4035679	0.0523303	4.4000000	3781692255.9502606
4.4034754	4.4029204	4.4031980	0.0522276	0.0523775	0.0523142	4.4031979	0.0523064	4.4000000	3781692257.0988226
4.4029204	4.4034754	4.4031980	0.0522790	0.0523959	0.0521904	4.4031979	0.0522884	4.4000000	3781692258.2678585
4.4037528	4.4029204	4.4034754	0.0523783	0.0525251	0.0524848	4.4033829	0.0524627	4.4000000	3781692259.4374433
4.4034754	4.4034754	4.4026430	0.0527527	0.0523906	0.0524270	4.4031979	0.0525234	4.4000000	3781692260.5973663
4.4037528	4.4034754	4.4034754	0.0525666	0.0526305	0.0526136	4.4035679	0.0526036	4.4000000	3781692261.7627439
4.4034754	4.4031980	4.4031980	0.0524302	0.0524555	0.0524817	4.4032905	0.0524558	4.4000000	3781692262.9261489
4.4029204	4.4031980	4.4029204	0.0527281	0.0527070	0.0527156	4.4030129	0.0527169	4.4000000	3781692264.0884809
4.4031980	4.4034754	4.4034754	0.0526266	0.0525008	0.0524364	4.4033829	0.0525212	4.4000000	3781692265.2475095
4.4031980	4.4037528	4.4034754	0.0525009	0.0526413	0.0525000	4.4034754	0.0525474	4.4000000	3781692266.4180598
4.4040302	4.4029204	4.4034754	0.0522486	0.0523647	0.0524777	4.4034753	0.0523637	4.4000000	3781692267.5883503
4.4034754	4.4037528	4.4040302	0.0527650	0.0529294	0.0530419	4.4037528	0.0529121	4.4000000	3781692268.7557106
4.4040302	4.4040302	4.4043076	0.0528645	0.0525505	0.0529568	4.4041227	0.0527906	4.4000000	3781692269.9227838
4.4043076	4.4037528	4.4043076	0.0527974	0.0529369	0.0529011	4.4041227	0.0528785	4.4000000	3781692271.0863161
4.4037528	4.4040302	4.4037528	0.0529298	0.0527727	0.0525416	4.4038453	0.0527480	4.4000000	3781692272.2582135
4.4040302	4.4043076	4.4040302	0.0526736	0.0528212	0.0525529	4.4041227	0.0526826	4.4000000	3781692273.4265766
4.4040302	4.4037528	4.4037528	0.0528317	0.0529043	0.0526759	4.4038453	0.0528040	4.4000000	3781692274.5913258
4.4037528	4.4037528	4.4037528	0.0528826	0.0528530	0.0529526	4.4037528	0.0528960	4.4000000	3781692275.7622609
4.4040302	4.4040302	4.4034754	0.0528543	0.0527032	0.0526424	4.4038453	0.0527333	4.4000000	3781692276.9354606
4.4040302	4.4040302	4.4034754	0.0527610	0.0525844	0.0525277	4.4038453	0.0526244	4.4000000	3781692278.0925689
4.4037528	4.4037528	4.4037528	0.0526988	0.0528738	0.0527262	4.4037528	0.0527663	4.4000000	3781692279.2592416
4.4037528	4.4037528	4.4037528	0.0529486	0.0528019	0.0529952	4.4037528	0.0529152	4.4000000	3781692280.4243278
4.4040302	4.4037528	4.4040302	0.0530641	0.0528647	0.0531331	4.4039377	0.0530207	4.4000000	3781692281.5943422
4.4040302	4.4040302	4.4037528	0.0531401	0.0533567	0.0532504	4.4039377	0.0532490	4.4000000	3781692282.7672214
4.4034754	4.4043076	4.4040302	0.0534101	0.0533307	0.0531421	4.4039377	0.0532943	4.4000000	3781692283.9304066
4.4037528	4.4040302	4.4040302	0.0531971	0.0531963	0.0533998	4.4039377	0.0532644	4.4000000	3781692285.0935664
4.4043076	4.4037528	4.4040302	0.0535337	0.0533888	0.0533991	4.4040302	0.0534405	4.4000000	3781692286.2603784
4.4040302	4.4040302	4.4037528	0.0535321	0.0534808	0.0535536	4.4039377	0.0535222	4.4000000	3781692287.4231982
4.4037528	4.4037528	4.4040302	0.0533558	0.0533891	0.0530175	4.4038453	0.0532541	4.4000000	3781692288.5907273
4.4043076	4.4040302	4.4037528	0.0531213	0.0532602	0.0531546	4.4040302	0.0531787	4.4000000	3781692289.7595673
4.4034754	4.4037528	4.4037528	0.0532669	0.0530046	0.0529946	4.4036603	0.0530887	4.4000000	3781692290.9194450
4.4034754	4.4043076	4.4040302	0.0530256	0.0532038	0.0531578	4.4039377	0.0531290	4.4000000	3781692292.0976977
4.4040302	4.4037528	4.4037528	0.0530717	0.0532360	0.0533946	4.4038453	0.0532341	4.4000000	3781692293.2630897
4.4043076	4.4040302	4.4037528	0.0531248	0.0530097	0.0529753	4.4040302	0.0530366	4.4000000	3781692294.4151912
4.4040302	4.4037528	4.4037528	0.0530203	0.0530203	0.0528584	4.4038453	0.0529663	4.4000000	3781692295.5827546
4.4040302	4.4040302	4.4043076	0.0528127	0.0529609	0.0527278	4.4041227	0.0528338	4.4000000	3781692296.7455478
4.4037528	4.4031980	4.4034754	0.0528066	0.0526566	0.0531682	4.4034754	0.0528771	4.4000000	3781692297.9013863
4.4031980	4.4037528	4.4040302	0.0529662	0.0528666	0.0527180	4.4036603	0.0528503	4.4000000	3781692299.0690751
4.4037528	4.4037528	4.4043076	0.0526409	0.0526083	0.0528376	4.4039377	0.0526956	4.4000000	3781692300.2386742
4.4037528	4.4031980	4.4031980	0.0529093	0.0525546	0.0525257	4.4033829	0.0526632	4.4000000	3781692301.4171367
4.4037528	4.4037528	4.4037528	0.0528231	0.0528406	0.0527321	4.4037528	0.0527986	4.4000000	3781692302.5873232
4.4040302	4.4034754	4.4040302	0.0528935	0.0527948	0.0527852	4.4038453	0.0528245	4.4000000	3781692303.7416415
4.4037528	4.4040302	4.4043076	0.0527203	0.0527065	0.0526248	4.4040302	0.0526839	4.4000000	3781692304.9041567
4.4037528	4.4040302	4.4037528	0.0529167	0.0528129	0.0528783	4.4038453	0.0528693	4.4000000	3781692306.0620384
4.4040302	4.4037528	4.4031980	0.0529325	0.0528384	0.0528954	4.4036603	0.0528888	4.4000000	3781692307.2340384
4.4043076	4.4040302	4.4040302	0.0527674	0.0527455	0.0528052	4.4041227	0.0527727	4.4000000	3781692308.4022002
4.4034754	4.4037528	4.4037528	0.0529215	0.0527573	0.0527992	4.4036603	0.0528260	4.4000000	3781692309.5632400
4.4037528	4.4040302	4.4040302	0.0525042	0.0527607	0.0528339	4.4039377	0.0526996	4.4000000	3781692310.7222066
4.4043076	4.4043076	4.4043076	0.0529187	0.0529299	0.0530993	4.4043076	0.0529826	4.4000000	3781692311.8923726
4.4037528	4.4043076	4.4043076	0.0527102	0.0529219	0.0526718	4.4041227	0.0527680	4.4000000	3781692313.0650258
4.4031980	4.4037528	4.4040302	0.0527011	0.0529265	0.0527469	4.4036603	0.0527915	4.4000000	3781692314.2284880
4.4043076	4.4034754	4.4037528	0.0528832	0.0530457	0.0531446	4.4038453	0.0530245	4.4000000	3781692315.3961368
4.4031980	4.4040302	4.4034754	0.0529288	0.0529907	0.0530152	4.4035679	0.0529782	4.4000000	3781692316.5683217
4.4037528	4.4031980	4.4031980	0.0529807	0.0532250	0.0532890	4.4033829	0.0531649	4.4000000	3781692317.7363744
4.4037528	4.4031980	4.4031980	0.0528899	0.0529119	0.0529625	4.4033829	0.0529214	4.4000000	3781692318.9012346
4.4040302	4.4034754	4.4040302	0.0529281	0.0531294	0.0532944	4.4038453	0.0531173	4.4000000	3781692320.0560031
4.4040302	4.4037528	4.4034754	0.0531325	0.0530473	0.0529528	4.4037528	0.0530442	4.4000000	3781692321.2182169
4.4037528	4.4029204	4.4034754	0.0528170	0.0528810	0.0529689	4.4033829	0.0528890	4.4000000	3781692322.4150562
4.4037528	4.4029204	4.4031980	0.0527759	0.0528744	0.0528212	4.4032904	0.0528238	4.4000000	3781692323.5828137
4.4031980	4.4034754	4.4040302	0.0529462	0.0528855	0.0529880	4.4035679	0.0529399	4.4000000	3781692324.7442102
4.4037528	4.4037528	4.4040302	0.0528613	0.0528175	0.0528020	4.4038453	0.0528269	4.4000000	3781692325.8919153
4.4037528	4.4043076	4.4040302	0.0528674	0.0529459	0.0527935	4.4040302	0.0528689	4.4000000	3781692327.0722742
4.4040302	4.4037528	4.4037528	0.0527101	0.0528503	0.0527701	4.4038453	0.0527768	4.4000000	3781692328.2390137
4.4037528	4.4040302	4.4043076	0.0529209	0.0532074	0.0530343	4.4040302	0.0530542	4.4000000	3781692329.4320378
4.4034754	4.4043076	4.4045852	0.0530462	0.0531498	0.0531764	4.4041227	0.0531241	4.4000000	3781692330.6092062
4.4048626	4.4040302	4.4037528	0.0529255	0.0530212	0.0529805	4.4042152	0.0529757	4.4000000	3781692331.7792311
4.4045852	4.4045852	4.4043076	0.0529197	0.0528094	0.0531636	4.4044927	0.0529642	4.4000000	3781692332.9431601
4.4040302	4.4045852	4.4043076	0.0529841	0.0529251	0.0531386	4.4043077	0.0530159	4.4000000	3781692334.1136546
4.4040302	4.4045852	4.4040302	0.0528335	0.0527833	0.0526392	4.4042152	0.0527520	4.4000000	3781692335.2935257
4.4043076	4.4037528	4.4040302	0.0526305	0.0527506	0.0526066	4.4040302	0.0526626	4.4000000	3781692336.4575071
