V(1) [kV]	V(2) [kV]	V(3) [kV]	I(1) [mA]	I(2) [mA]	I(3) [mA]	MeanV [kV]	MeanI[mA]	SetV [kV]
4.4040302	4.4043076	4.4043076	0.0528047	0.0532004	0.0531889	4.4042151	0.0530646	4.4000000	3781692337.6154518
4.4043076	4.4040302	4.4040302	0.0528671	0.0527518	0.0528554	4.4041227	0.0528248	4.4000000	3781692338.7794242
4.4043076	4.4043076	4.4040302	0.0531187	0.0529896	0.0531547	4.4042151	0.0530876	4.4000000	3781692339.9496665
4.4040302	4.4043076	4.4043076	0.0529057	0.0528655	0.0526683	4.4042151	0.0528132	4.4000000	3781692341.1158066
4.4037528	4.4040302	4.4040302	0.0527336	0.0528624	0.0528891	4.4039377	0.0528284	4.4000000	3781692342.3068118
4.4043076	4.4040302	4.4034754	0.0528113	0.0529389	0.0529271	4.4039377	0.0528924	4.4000000	3781692343.4737568
4.4040302	4.4040302	4.4040302	0.0529999	0.0529182	0.0528220	4.4040302	0.0529134	4.4000000	3781692344.6445641
4.4040302	4.4043076	4.4043076	0.0529806	0.0529905	0.0528335	4.4042151	0.0529348	4.4000000	3781692345.8232551
4.4040302	4.4043076	4.4043076	0.0531019	0.0527820	0.0531299	4.4042151	0.0530046	4.4000000	3781692346.9839120
4.4040302	4.4037528	4.4045852	0.0533762	0.0530631	0.0529552	4.4041227	0.0531315	4.4000000	3781692348.1450176
4.4040302	4.4040302	4.4040302	0.0527349	0.0530080	0.0528589	4.4040302	0.0528673	4.4000000	3781692349.3022618
4.4034754	4.4037528	4.4031980	0.0531127	0.0529185	0.0528515	4.4034754	0.0529609	4.4000000	3781692350.4664650
4.4040302	4.4037528	4.4045852	0.0529222	0.0531038	0.0531874	4.4041227	0.0530711	4.4000000	3781692351.6396241
4.4040302	4.4048626	4.4040302	0.0531396	0.0533024	0.0531423	4.4043077	0.0531948	4.4000000	3781692352.8126950
4.4043076	4.4040302	4.4037528	0.0529823	0.0530570	0.0529919	4.4040302	0.0530104	4.4000000	3781692353.9770832
4.4037528	4.4043076	4.4037528	0.0532552	0.0530026	0.0537161	4.4039377	0.0533247	4.4000000	3781692355.1457863
4.4043076	4.4040302	4.4040302	0.0535506	0.0536319	0.0537322	4.4041227	0.0536382	4.4000000	3781692356.3091702
4.4040302	4.4037528	4.4037528	0.0537657	0.0531944	0.0533441	4.4038453	0.0534347	4.4000000	3781692357.4829583
4.4040302	4.4037528	4.4043076	0.0536091	0.0536972	0.0537328	4.4040302	0.0536797	4.4000000	3781692358.6436505
4.4037528	4.4043076	4.4040302	0.0539886	0.0537650	0.0535082	4.4040302	0.0537539	4.4000000	3781692359.8075018
4.4043076	4.4045852	4.4043076	0.0536189	0.0535496	0.0532798	4.4044001	0.0534828	4.4000000	3781692360.9800081
4.4043076	4.4043076	4.4040302	0.0536572	0.0534459	0.0536705	4.4042151	0.0535912	4.4000000	3781692362.1489615
4.4037528	4.4037528	4.4040302	0.0533973	0.0532945	0.0536234	4.4038453	0.0534384	4.4000000	3781692363.3159943
4.4043076	4.4040302	4.4043076	0.0541246	0.0541242	0.0543439	4.4042151	0.0541975	4.4000000	3781692364.4840322
4.4037528	4.4043076	4.4037528	0.0541353	0.0541094	0.0530824	4.4039377	0.0537757	4.4000000	3781692365.6512680
4.4043076	4.4043076	4.4043076	0.0537819	0.0537110	0.0536977	4.4043076	0.0537302	4.4000000	3781692366.8098049
4.4043076	4.4048626	4.4045852	0.0537354	0.0539150	0.0537961	4.4045851	0.0538155	4.4000000	3781692367.9713202
4.4040302	4.4043076	4.4040302	0.0539647	0.0540511	0.0538111	4.4041227	0.0539423	4.4000000	3781692369.1352816
4.4045852	4.4037528	4.4040302	0.0539203	0.0540658	0.0537932	4.4041227	0.0539264	4.4000000	3781692370.2997160
4.4048626	4.4048626	4.4045852	0.0536415	0.0535056	0.0535186	4.4047701	0.0535552	4.4000000	3781692371.4544144
4.4043076	4.4040302	4.4043076	0.0533831	0.0534215	0.0535492	4.4042151	0.0534512	4.4000000	3781692372.6195054
4.4045852	4.4048626	4.4043076	0.0535183	0.0535234	0.0534714	4.4045851	0.0535044	4.4000000	3781692373.7857528
4.4043076	4.4048626	4.4043076	0.0535894	0.0535590	0.0532751	4.4044926	0.0534745	4.4000000	3781692374.9522896
4.4045852	4.4043076	4.4045852	0.0532437	0.0534266	0.0531498	4.4044927	0.0532733	4.4000000	3781692376.1252432
4.4037528	4.4040302	4.4043076	0.0530541	0.0531297	0.0533144	4.4040302	0.0531660	4.4000000	3781692377.2922201
4.4037528	4.4037528	4.4043076	0.0531953	0.0532741	0.0532759	4.4039377	0.0532484	4.4000000	3781692378.4527903
4.4037528	4.4037528	4.4048626	0.0531973	0.0534573	0.0532831	4.4041227	0.0533126	4.4000000	3781692379.6130838
4.4037528	4.4040302	4.4045852	0.0533659	0.0535421	0.0534956	4.4041227	0.0534679	4.4000000	3781692380.7742624
4.4043076	4.4040302	4.4040302	0.0532206	0.0531075	0.0530480	4.4041227	0.0531254	4.4000000	3781692381.9382930
4.4040302	4.4045852	4.4045852	0.0530516	0.0534168	0.0536885	4.4044002	0.0533856	4.4000000	3781692383.0941777
4.4040302	4.4045852	4.4043076	0.0536214	0.0532657	0.0533747	4.4043077	0.0534206	4.4000000	3781692384.2536926
4.4037528	4.4040302	4.4045852	0.0535352	0.0535370	0.0536060	4.4041227	0.0535594	4.4000000	3781692385.4185863
4.4040302	4.4045852	4.4048626	0.0535466	0.0535596	0.0534538	4.4044927	0.0535200	4.4000000	3781692386.5833015
4.4040302	4.4040302	4.4043076	0.0533701	0.0537427	0.0537313	4.4041227	0.0536147	4.4000000	3781692387.7282886
4.4037528	4.4043076	4.4043076	0.0534084	0.0534827	0.0535984	4.4041227	0.0534965	4.4000000	3781692388.8937817
4.4037528	4.4037528	4.4045852	0.0539499	0.0538956	0.0540649	4.4040303	0.0539701	4.4000000	3781692390.0546322
4.4034754	4.4040302	4.4043076	0.0538228	0.0539256	0.0538935	4.4039377	0.0538806	4.4000000	3781692391.2211823
4.4045852	4.4037528	4.4043076	0.0537373	0.0537597	0.0538479	4.4042152	0.0537817	4.4000000	3781692392.3850398
4.4043076	4.4045852	4.4043076	0.0538120	0.0538481	0.0538170	4.4044001	0.0538257	4.4000000	3781692393.5436521
4.4043076	4.4037528	4.4040302	0.0538949	0.0538851	0.0538930	4.4040302	0.0538910	4.4000000	3781692394.7094288
4.4043076	4.4037528	4.4040302	0.0537924	0.0538704	0.0540077	4.4040302	0.0538902	4.4000000	3781692395.8661199
4.4040302	4.4045852	4.4043076	0.0539026	0.0539094	0.0539728	4.4043077	0.0539283	4.4000000	3781692397.0966606
4.4043076	4.4040302	4.4029204	0.0539124	0.0536696	0.0537564	4.4037527	0.0537795	4.4000000	3781692398.2620134
4.4031980	4.4034754	4.4034754	0.0537352	0.0537856	0.0537842	4.4033829	0.0537683	4.4000000	3781692399.4296312
4.4037528	4.4043076	4.4040302	0.0539519	0.0537660	0.0539174	4.4040302	0.0538784	4.4000000	3781692400.5904031
4.4034754	4.4037528	4.4037528	0.0536541	0.0536668	0.0537470	4.4036603	0.0536893	4.4000000	3781692401.7325592
4.4040302	4.4037528	4.4040302	0.0537980	0.0537950	0.0537085	4.4039377	0.0537672	4.4000000	3781692402.9028792
4.4037528	4.4037528	4.4043076	0.0538956	0.0539101	0.0538132	4.4039377	0.0538730	4.4000000	3781692404.0712056
4.4040302	4.4037528	4.4037528	0.0539337	0.0537675	0.0537488	4.4038453	0.0538167	4.4000000	3781692405.2466712
4.4034754	4.4040302	4.4045852	0.0536501	0.0540175	0.0535994	4.4040303	0.0537557	4.4000000	3781692406.4002519
4.4037528	4.4040302	4.4037528	0.0537538	0.0538881	0.0537792	4.4038453	0.0538070	4.4000000	3781692407.5614719
4.4040302	4.4037528	4.4034754	0.0536470	0.0537035	0.0538108	4.4037528	0.0537204	4.4000000	3781692408.7241726
4.4040302	4.4037528	4.4037528	0.0540824	0.0539020	0.0537960	4.4038453	0.0539268	4.4000000	3781692409.8898249
4.4040302	4.4043076	4.4040302	0.0536365	0.0534913	0.0535322	4.4041227	0.0535533	4.4000000	3781692411.0569782
4.4034754	4.4040302	4.4040302	0.0535746	0.0533929	0.0537210	4.4038453	0.0535628	4.4000000	3781692412.2155318
4.4043076	4.4040302	4.4043076	0.0537902	0.0538328	0.0538312	4.4042151	0.0538181	4.4000000	3781692413.3828239
4.4040302	4.4037528	4.4043076	0.0537728	0.0533799	0.0534034	4.4040302	0.0535187	4.4000000	3781692414.5522470
4.4040302	4.4040302	4.4040302	0.0535083	0.0534138	0.0535103	4.4040302	0.0534775	4.4000000	3781692415.7174015
4.4034754	4.4043076	4.4040302	0.0534399	0.0535786	0.0534517	4.4039377	0.0534901	4.4000000	3781692416.8729472
4.4043076	4.4040302	4.4043076	0.0534497	0.0537467	0.0538098	4.4042151	0.0536687	4.4000000	3781692418.0472751
4.4034754	4.4043076	4.4037528	0.0538251	0.0541487	0.0540800	4.4038453	0.0540180	4.4000000	3781692419.2203150
4.4037528	4.4043076	4.4037528	0.0533701	0.0532830	0.0531603	4.4039377	0.0532711	4.4000000	3781692420.3938618
4.4043076	4.4043076	4.4034754	0.0531876	0.0531268	0.0533917	4.4040302	0.0532354	4.4000000	3781692421.5661311
4.4040302	4.4037528	4.4037528	0.0530785	0.0532129	0.0533207	4.4038453	0.0532040	4.4000000	3781692422.7453055
4.4037528	4.4034754	4.4040302	0.0532538	0.0530849	0.0534706	4.4037528	0.0532697	4.4000000	3781692423.9186258
4.4043076	4.4037528	4.4045852	0.0534613	0.0534867	0.0531602	4.4042152	0.0533694	4.4000000	3781692425.0870295
4.4040302	4.4043076	4.4040302	0.0536061	0.0538100	0.0535604	4.4041227	0.0536588	4.4000000	3781692426.2578969
4.4043076	4.4040302	4.4043076	0.0535295	0.0535218	0.0536525	4.4042151	0.0535679	4.4000000	3781692427.4248223
4.4037528	4.4034754	4.4034754	0.0533427	0.0534942	0.0532558	4.4035679	0.0533642	4.4000000	3781692428.5935912
4.4029204	4.4034754	4.4040302	0.0534888	0.0535073	0.0536471	4.4034753	0.0535477	4.4000000	3781692429.7521296
4.4037528	4.4040302	4.4043076	0.0535688	0.0535589	0.0535283	4.4040302	0.0535520	4.4000000	3781692430.9147806
4.4040302	4.4043076	4.4037528	0.0535983	0.0534786	0.0536291	4.4040302	0.0535687	4.4000000	3781692432.1026039
4.4040302	4.4031980	4.4040302	0.0535222	0.0534151	0.0531269	4.4037528	0.0533548	4.4000000	3781692433.2676082
4.4034754	4.4037528	4.4034754	0.0532305	0.0533654	0.0532884	4.4035679	0.0532947	4.4000000	3781692434.4361935
4.4034754	4.4034754	4.4031980	0.0532948	0.0534196	0.0536582	4.4033829	0.0534575	4.4000000	3781692435.5995302
4.4040302	4.4040302	4.4040302	0.0537484	0.0533562	0.0534853	4.4040302	0.0535300	4.4000000	3781692436.7631254
4.4034754	4.4043076	4.4034754	0.0534535	0.0536648	0.0531610	4.4037528	0.0534264	4.4000000	3781692437.9240513
4.4040302	4.4043076	4.4043076	0.0533433	0.0533962	0.0535920	4.4042151	0.0534438	4.4000000	3781692439.0827680
4.4040302	4.4034754	4.4043076	0.0533342	0.0533272	0.0533426	4.4039377	0.0533346	4.4000000	3781692440.2490239
4.4043076	4.4037528	4.4045852	0.0536006	0.0532975	0.0533656	4.4042152	0.0534213	4.4000000	3781692441.4270058
4.4037528	4.4040302	4.4034754	0.0530433	0.0531346	0.0534201	4.4037528	0.0531993	4.4000000	3781692442.5967040
4.4040302	4.4034754	4.4040302	0.0533049	0.0534414	0.0534888	4.4038453	0.0534117	4.4000000	3781692443.7733088
4.4037528	4.4043076	4.4034754	0.0530943	0.0534074	0.0532320	4.4038453	0.0532446	4.4000000	3781692444.9466176
4.4040302	4.4037528	4.4043076	0.0532068	0.0531940	0.0532113	4.4040302	0.0532040	4.4000000	3781692446.1153145
4.4043076	4.4040302	4.4040302	0.0532030	0.0533618	0.0532526	4.4041227	0.0532725	4.4000000	3781692447.2830887
4.4040302	4.4043076	4.4037528	0.0531508	0.0530377	0.0532075	4.4040302	0.0531320	4.4000000	3781692448.4526110
4.4037528	4.4034754	4.4043076	0.0531158	0.0531739	0.0534454	4.4038453	0.0532450	4.4000000	3781692449.6194954
4.4034754	4.4037528	4.4037528	0.0532055	0.0533049	0.0532311	4.4036603	0.0532472	4.4000000	3781692450.7909298
4.4034754	4.4034754	4.4031980	0.0532467	0.0531826	0.0532212	4.4033829	0.0532168	4.4000000	3781692451.9622703
4.4034754	4.4040302	4.4043076	0.0532471	0.0530418	0.0530847	4.4039377	0.0531245	4.4000000	3781692453.1332183
4.4040302	4.4043076	4.4037528	0.0528583	0.0528187	0.0529465	4.4040302	0.0528745	4.4000000	3781692454.2749801
4.4034754	4.4034754	4.4040302	0.0527269	0.0528148	0.0530104	4.4036603	0.0528507	4.4000000	3781692455.4467416
4.4043076	4.4037528	4.4043076	0.0523300	0.0524556	0.0524716	4.4041227	0.0524191	4.4000000	3781692456.6185832
4.4037528	4.4037528	4.4034754	0.0523209	0.0522798	0.0524640	4.4036603	0.0523549	4.4000000	3781692457.7901850
4.4037528	4.4040302	4.4040302	0.0523544	0.0521472	0.0520828	4.4039377	0.0521948	4.4000000	3781692458.9520378
4.4037528	4.4040302	4.4040302	0.0518433	0.0519587	0.0520413	4.4039377	0.0519478	4.4000000	3781692460.1872897
4.4034754	4.4040302	4.4040302	0.0520529	0.0520987	0.0519653	4.4038453	0.0520390	4.4000000	3781692461.3579602
4.4037528	4.4040302	4.4034754	0.0519494	0.0520166	0.0518914	4.4037528	0.0519524	4.4000000	3781692462.5404754
4.4037528	4.4034754	4.4031980	0.0519161	0.0519053	0.0518631	4.4034754	0.0518948	4.4000000	3781692463.7138176
4.4034754	4.4037528	4.4034754	0.0521786	0.0519280	0.0519270	4.4035679	0.0520112	4.4000000	3781692464.8822913
4.4029204	4.4031980	4.4037528	0.0520655	0.0522466	0.0521682	4.4032904	0.0521601	4.4000000	3781692466.0588417
4.4037528	4.4037528	4.4034754	0.0520969	0.0520109	0.0521336	4.4036603	0.0520804	4.4000000	3781692467.2302608
4.4040302	4.4037528	4.4043076	0.0520843	0.0520118	0.0520222	4.4040302	0.0520394	4.4000000	3781692468.3937120
4.4037528	4.4045852	4.4040302	0.0521302	0.0519647	0.0521107	4.4041227	0.0520686	4.4000000	3781692469.5640264
4.4037528	4.4037528	4.4031980	0.0520461	0.0519626	0.0518055	4.4035679	0.0519380	4.4000000	3781692470.7270346
4.4037528	4.4031980	4.4040302	0.0520093	0.0518862	0.0518724	4.4036603	0.0519226	4.4000000	3781692471.8993297
4.4043076	4.4034754	4.4037528	0.0519609	0.0518891	0.0521149	4.4038453	0.0519883	4.4000000	3781692473.0591874
4.4040302	4.4037528	4.4034754	0.0523279	0.0521711	0.0522958	4.4037528	0.0522649	4.4000000	3781692474.2129793
4.4034754	4.4040302	4.4037528	0.0522316	0.0522985	0.0520981	4.4037528	0.0522094	4.4000000	3781692475.3853130
4.4034754	4.4040302	4.4034754	0.0520697	0.0519948	0.0518850	4.4036603	0.0519832	4.4000000	3781692476.5479970
4.4043076	4.4040302	4.4037528	0.0518913	0.0520841	0.0516287	4.4040302	0.0518680	4.4000000	3781692477.7166991
4.4034754	4.4034754	4.4034754	0.0520429	0.0522640	0.0522785	4.4034754	0.0521951	4.4000000	3781692478.8628826
4.4040302	4.4040302	4.4040302	0.0522703	0.0522513	0.0521920	4.4040302	0.0522379	4.4000000	3781692480.0231490
4.4040302	4.4040302	4.4034754	0.0521717	0.0522798	0.0521532	4.4038453	0.0522015	4.4000000	3781692481.1827769
4.4037528	4.4037528	4.4037528	0.0521857	0.0522468	0.0518623	4.4037528	0.0520983	4.4000000	3781692482.3372560
4.4043076	4.4034754	4.4031980	0.0520831	0.0521569	0.0520065	4.4036603	0.0520821	4.4000000	3781692483.5242681
4.4034754	4.4031980	4.4037528	0.0521213	0.0519840	0.0519401	4.4034754	0.0520151	4.4000000	3781692484.6935143
4.4031980	4.4034754	4.4037528	0.0517518	0.0517714	0.0519656	4.4034754	0.0518296	4.4000000	3781692485.8550720
4.4034754	4.4040302	4.4034754	0.0519708	0.0519147	0.0520011	4.4036603	0.0519622	4.4000000	3781692487.0202146
4.4037528	4.4031980	4.4043076	0.0519365	0.0520824	0.0519904	4.4037528	0.0520031	4.4000000	3781692488.1968417
4.4037528	4.4034754	4.4034754	0.0521433	0.0522416	0.0521950	4.4035679	0.0521933	4.4000000	3781692489.3511362
4.4029204	4.4031980	4.4031980	0.0519117	0.0518236	0.0516480	4.4031055	0.0517944	4.4000000	3781692490.5229073
4.4034754	4.4034754	4.4034754	0.0517713	0.0517987	0.0520998	4.4034754	0.0518899	4.4000000	3781692491.6862903
4.4031980	4.4037528	4.4043076	0.0520652	0.0520935	0.0521912	4.4037528	0.0521166	4.4000000	3781692492.8538465
4.4040302	4.4037528	4.4037528	0.0522652	0.0521994	0.0523464	4.4038453	0.0522703	4.4000000	3781692494.0074210
4.4034754	4.4031980	4.4031980	0.0523021	0.0521931	0.0523005	4.4032905	0.0522652	4.4000000	3781692495.1728744
4.4031980	4.4037528	4.4034754	0.0520489	0.0522767	0.0520377	4.4034754	0.0521211	4.4000000	3781692496.3496962
4.4037528	4.4037528	4.4037528	0.0523376	0.0522141	0.0522133	4.4037528	0.0522550	4.4000000	3781692497.5074687
4.4034754	4.4034754	4.4031980	0.0519515	0.0519267	0.0518616	4.4033829	0.0519133	4.4000000	3781692498.6788559
4.4040302	4.4034754	4.4037528	0.0521211	0.0521930	0.0522237	4.4037528	0.0521793	4.4000000	3781692499.8476071
4.4034754	4.4034754	4.4037528	0.0521468	0.0521761	0.0521561	4.4035679	0.0521597	4.4000000	3781692501.1285720
4.4034754	4.4034754	4.4037528	0.0522793	0.0523070	0.0522645	4.4035679	0.0522836	4.4000000	3781692502.2877722
4.4037528	4.4037528	4.4037528	0.0521183	0.0521236	0.0520457	4.4037528	0.0520959	4.4000000	3781692503.4352207
4.4034754	4.4040302	4.4037528	0.0519733	0.0519361	0.0521382	4.4037528	0.0520159	4.4000000	3781692504.5871282
4.4043076	4.4029204	4.4034754	0.0521182	0.0521786	0.0518911	4.4035678	0.0520626	4.4000000	3781692505.7599134
4.4034754	4.4037528	4.4034754	0.0517274	0.0520739	0.0518334	4.4035679	0.0518782	4.4000000	3781692506.9293890
4.4031980	4.4034754	4.4040302	0.0519629	0.0520098	0.0520082	4.4035679	0.0519936	4.4000000	3781692508.0722542
4.4034754	4.4034754	4.4034754	0.0521378	0.0519379	0.0519624	4.4034754	0.0520127	4.4000000	3781692509.2282472
4.4037528	4.4037528	4.4037528	0.0520331	0.0520527	0.0519267	4.4037528	0.0520042	4.4000000	3781692510.4006176
4.4037528	4.4031980	4.4040302	0.0522002	0.0521273	0.0522427	4.4036603	0.0521901	4.4000000	3781692511.5561295
4.4040302	4.4037528	4.4040302	0.0522238	0.0522211	0.0520470	4.4039377	0.0521640	4.4000000	3781692512.7373314
4.4040302	4.4040302	4.4043076	0.0524727	0.0523979	0.0524423	4.4041227	0.0524377	4.4000000	3781692513.9088111
4.4037528	4.4040302	4.4040302	0.0523876	0.0526644	0.0527710	4.4039377	0.0526077	4.4000000	3781692515.0840416
4.4037528	4.4031980	4.4034754	0.0522139	0.0522087	0.0522858	4.4034754	0.0522361	4.4000000	3781692516.2375088
4.4040302	4.4037528	4.4034754	0.0522412	0.0522141	0.0522243	4.4037528	0.0522265	4.4000000	3781692517.3995366
4.4034754	4.4040302	4.4040302	0.0522917	0.0521417	0.0522442	4.4038453	0.0522259	4.4000000	3781692518.5614367
4.4034754	4.4040302	4.4037528	0.0523400	0.0522593	0.0522947	4.4037528	0.0522980	4.4000000	3781692519.7195935
4.4040302	4.4040302	4.4043076	0.0524658	0.0524724	0.0524109	4.4041227	0.0524497	4.4000000	3781692520.8940368
4.4045852	4.4045852	4.4043076	0.0523497	0.0523631	0.0525180	4.4044927	0.0524103	4.4000000	3781692522.0525017
4.4043076	4.4040302	4.4037528	0.0524231	0.0521280	0.0519907	4.4040302	0.0521806	4.4000000	3781692523.2167377
4.4043076	4.4037528	4.4040302	0.0522195	0.0523299	0.0529060	4.4040302	0.0524851	4.4000000	3781692524.3774290
4.4043076	4.4045852	4.4045852	0.0526564	0.0527924	0.0528159	4.4044927	0.0527549	4.4000000	3781692525.6457992
4.4051400	4.4045852	4.4040302	0.0527674	0.0527580	0.0525737	4.4045851	0.0526997	4.4000000	3781692526.8129792
4.4040302	4.4043076	4.4043076	0.0526272	0.0524286	0.0525620	4.4042151	0.0525393	4.4000000	3781692527.9852314
4.4043076	4.4043076	4.4043076	0.0522861	0.0520932	0.0522197	4.4043076	0.0521997	4.4000000	3781692529.1572847
4.4043076	4.4045852	4.4045852	0.0522523	0.0523816	0.0521090	4.4044927	0.0522476	4.4000000	3781692530.3242002
4.4040302	4.4037528	4.4045852	0.0521265	0.0521730	0.0521682	4.4041227	0.0521559	4.4000000	3781692531.4805946
4.4045852	4.4043076	4.4045852	0.0517036	0.0520290	0.0521556	4.4044927	0.0519627	4.4000000	3781692532.6557102
4.4043076	4.4043076	4.4045852	0.0517691	0.0520647	0.0519442	4.4044001	0.0519260	4.4000000	3781692533.8023033
4.4045852	4.4045852	4.4043076	0.0519504	0.0522619	0.0519977	4.4044927	0.0520700	4.4000000	3781692534.9711766
4.4040302	4.4048626	4.4037528	0.0524552	0.0524803	0.0523380	4.4042152	0.0524245	4.4000000	3781692536.1928182
4.4037528	4.4043076	4.4040302	0.0522720	0.0524632	0.0522503	4.4040302	0.0523285	4.4000000	3781692537.3581471
4.4043076	4.4040302	4.4040302	0.0526747	0.0527516	0.0524763	4.4041227	0.0526342	4.4000000	3781692538.5097594
4.4043076	4.4040302	4.4040302	0.0532860	0.0531578	0.0526606	4.4041227	0.0530348	4.4000000	3781692539.6846914
4.4037528	4.4040302	4.4040302	0.0525555	0.0525176	0.0525298	4.4039377	0.0525343	4.4000000	3781692540.8628025
4.4043076	4.4043076	4.4040302	0.0521217	0.0525262	0.0524698	4.4042151	0.0523726	4.4000000	3781692542.0263414
4.4040302	4.4045852	4.4040302	0.0524013	0.0529143	0.0533100	4.4042152	0.0528752	4.4000000	3781692543.1863599
4.4037528	4.4040302	4.4045852	0.0535357	0.0530967	0.0537014	4.4041227	0.0534446	4.4000000	3781692544.3410463
4.4043076	4.4040302	4.4048626	0.0529421	0.0527713	0.0531441	4.4044001	0.0529525	4.4000000	3781692545.5101514
4.4043076	4.4037528	4.4043076	0.0532106	0.0534981	0.0532652	4.4041227	0.0533247	4.4000000	3781692546.6792583
4.4043076	4.4037528	4.4045852	0.0526309	0.0530031	0.0527374	4.4042152	0.0527905	4.4000000	3781692547.8520370
4.4043076	4.4043076	4.4043076	0.0535139	0.0537046	0.0530264	4.4043076	0.0534149	4.4000000	3781692549.0223646
4.4045852	4.4045852	4.4045852	0.0534195	0.0534124	0.0529499	4.4045852	0.0532606	4.4000000	3781692550.1883030
4.4043076	4.4043076	4.4045852	0.0540722	0.0532306	0.0535858	4.4044001	0.0536295	4.4000000	3781692551.3405585
4.4048626	4.4048626	4.4040302	0.0534393	0.0528714	0.0530648	4.4045851	0.0531252	4.4000000	3781692552.5094542
4.4043076	4.4040302	4.4051400	0.0525105	0.0524589	0.0524895	4.4044926	0.0524863	4.4000000	3781692553.6751146
4.4045852	4.4045852	4.4043076	0.0526855	0.0530055	0.0529973	4.4044927	0.0528961	4.4000000	3781692554.8288255
4.4040302	4.4045852	4.4045852	0.0535048	0.0540893	0.0540949	4.4044002	0.0538963	4.4000000	3781692556.0067282
4.4048626	4.4040302	4.4043076	0.0542319	0.0541508	0.0546585	4.4044001	0.0543471	4.4000000	3781692557.1757240
4.4043076	4.4045852	4.4040302	0.0537853	0.0539130	0.0536664	4.4043077	0.0537882	4.4000000	3781692558.3485174
4.4045852	4.4048626	4.4045852	0.0541561	0.0544163	0.0544322	4.4046777	0.0543349	4.4000000	3781692559.5152545
4.4043076	4.4045852	4.4045852	0.0540837	0.0540050	0.0537038	4.4044927	0.0539308	4.4000000	3781692560.6867890
4.4045852	4.4040302	4.4045852	0.0539149	0.0538610	0.0538013	4.4044002	0.0538591	4.4000000	3781692561.8549023
4.4037528	4.4045852	4.4040302	0.0535903	0.0540581	0.0536193	4.4041227	0.0537559	4.4000000	3781692563.0261016
4.4043076	4.4040302	4.4043076	0.0541930	0.0536520	0.0539442	4.4042151	0.0539297	4.4000000	3781692564.1936102
4.4034754	4.4029204	4.4040302	0.0541137	0.0545102	0.0540779	4.4034753	0.0542340	4.4000000	3781692565.3640494
4.4037528	4.4037528	4.4037528	0.0543639	0.0548553	0.0542616	4.4037528	0.0544936	4.4000000	3781692566.5322432
4.4034754	4.4037528	4.4034754	0.0549382	0.0546097	0.0548757	4.4035679	0.0548079	4.4000000	3781692567.6887169
4.4040302	4.4037528	4.4037528	0.0543829	0.0547554	0.0551953	4.4038453	0.0547779	4.4000000	3781692568.8536448
4.4037528	4.4037528	4.4037528	0.0560165	0.0556880	0.0551443	4.4037528	0.0556163	4.4000000	3781692570.0212975
4.4031980	4.4034754	4.4043076	0.0547351	0.0553247	0.0553445	4.4036603	0.0551348	4.4000000	3781692571.2040706
4.4037528	4.4040302	4.4034754	0.0545697	0.0545357	0.0552284	4.4037528	0.0547779	4.4000000	3781692572.3634295
4.4043076	4.4037528	4.4040302	0.0552101	0.0548119	0.0549622	4.4040302	0.0549947	4.4000000	3781692573.5321865
4.4040302	4.4045852	4.4037528	0.0556608	0.0553646	0.0549502	4.4041227	0.0553252	4.4000000	3781692574.7113409
4.4040302	4.4040302	4.4037528	0.0549378	0.0548127	0.0548517	4.4039377	0.0548674	4.4000000	3781692575.8872638
4.4040302	4.4040302	4.4034754	0.0545614	0.0540687	0.0543989	4.4038453	0.0543430	4.4000000	3781692577.0569439
4.4033366	4.4031980	4.4031980	0.0551128	0.0548440	0.0555296	4.4032442	0.0551621	4.4000000	3781692578.2288222
4.4034754	4.4034754	4.4037528	0.0559312	0.0558747	0.0549747	4.4035679	0.0555936	4.4000000	3781692579.4046831
4.4031980	4.4031980	4.4040302	0.0549247	0.0551082	0.0553287	4.4034754	0.0551205	4.4000000	3781692580.5879402
4.4034754	4.4031980	4.4034754	0.0554365	0.0548541	0.0548905	4.4033829	0.0550604	4.4000000	3781692581.7546535
4.4037528	4.4031980	4.4031980	0.0546780	0.0548737	0.0547397	4.4033829	0.0547638	4.4000000	3781692582.9228826
4.4031980	4.4031980	4.4040302	0.0542972	0.0544834	0.0545285	4.4034754	0.0544364	4.4000000	3781692584.0878448
4.4037528	4.4037528	4.4026430	0.0546760	0.0552031	0.0554544	4.4033829	0.0551112	4.4000000	3781692585.2577696
4.4031980	4.4034754	4.4034754	0.0546112	0.0548854	0.0549369	4.4033829	0.0548112	4.4000000	3781692586.4289927
4.4040302	4.4034754	4.4034754	0.0547180	0.0548150	0.0548347	4.4036603	0.0547892	4.4000000	3781692587.5998654
4.4040302	4.4034754	4.4037528	0.0546860	0.0548620	0.0558180	4.4037528	0.0551220	4.4000000	3781692588.7688694
4.4043076	4.4040302	4.4040302	0.0557853	0.0559652	0.0555775	4.4041227	0.0557760	4.4000000	3781692589.9353738
4.4045852	4.4040302	4.4040302	0.0553644	0.0555122	0.0556400	4.4042152	0.0555055	4.4000000	3781692591.0854702
4.4040302	4.4037528	4.4037528	0.0551444	0.0547585	0.0548644	4.4038453	0.0549224	4.4000000	3781692592.2466912
4.4043076	4.4040302	4.4040302	0.0548936	0.0545827	0.0550277	4.4041227	0.0548347	4.4000000	3781692593.4243994
