V(1) [kV]	V(2) [kV]	V(3) [kV]	I(1) [mA]	I(2) [mA]	I(3) [mA]	MeanV [kV]	MeanI[mA]	SetV [kV]
4.4031980	4.4026430	4.4026430	0.0537666	0.0530814	0.0526567	4.4028280	0.0531682	4.4000000	3781685466.7383018
4.4023656	4.4026430	4.4029204	0.0526658	0.0529573	0.0531240	4.4026430	0.0529157	4.4000000	3781685467.9127278
4.4026430	4.4029204	4.4029204	0.0532883	0.0533778	0.0531935	4.4028279	0.0532865	4.4000000	3781685469.0851054
4.4031980	4.4029204	4.4031980	0.0533884	0.0533841	0.0527777	4.4031055	0.0531834	4.4000000	3781685470.2561202
4.4031980	4.4029204	4.4031980	0.0528094	0.0529674	0.0525361	4.4031055	0.0527710	4.4000000	3781685471.4395242
4.4026430	4.4029204	4.4029204	0.0529939	0.0536612	0.0530806	4.4028279	0.0532452	4.4000000	3781685472.6146111
4.4029204	4.4029204	4.4031980	0.0534554	0.0531382	0.0527204	4.4030129	0.0531047	4.4000000	3781685473.8023834
4.4029204	4.4026430	4.4029204	0.0526527	0.0525553	0.0528266	4.4028279	0.0526782	4.4000000	3781685474.9784298
4.4034754	4.4026430	4.4031980	0.0534802	0.0538773	0.0535342	4.4031055	0.0536306	4.4000000	3781685476.1559234
4.4031980	4.4029204	4.4029204	0.0531264	0.0538051	0.0533031	4.4030129	0.0534115	4.4000000	3781685477.3304281
4.4029204	4.4034754	4.4031980	0.0529901	0.0533859	0.0530690	4.4031979	0.0531483	4.4000000	3781685478.5244689
4.4031980	4.4031980	4.4037528	0.0530879	0.0529555	0.0529124	4.4033829	0.0529853	4.4000000	3781685479.6952128
4.4037528	4.4029204	4.4037528	0.0524433	0.0526799	0.0527114	4.4034753	0.0526115	4.4000000	3781685480.8751926
4.4031980	4.4031980	4.4026430	0.0522574	0.0523568	0.0524053	4.4030130	0.0523398	4.4000000	3781685482.0656295
4.4029204	4.4034754	4.4029204	0.0523758	0.0528955	0.0524904	4.4031054	0.0525872	4.4000000	3781685483.2452831
4.4029204	4.4026430	4.4029204	0.0526195	0.0520653	0.0521685	4.4028279	0.0522844	4.4000000	3781685484.4102488
4.4029204	4.4031980	4.4034754	0.0520601	0.0521070	0.0521760	4.4031979	0.0521144	4.4000000	3781685485.5934582
4.4026430	4.4026430	4.4023656	0.0522808	0.0523862	0.0524729	4.4025505	0.0523800	4.4000000	3781685486.7536974
4.4023656	4.4029204	4.4029204	0.0521264	0.0525542	0.0524561	4.4027355	0.0523789	4.4000000	3781685487.9199591
4.4031980	4.4026430	4.4029204	0.0522538	0.0522460	0.0526159	4.4029205	0.0523719	4.4000000	3781685489.0874863
4.4026430	4.4031980	4.4023656	0.0524888	0.0525202	0.0523167	4.4027355	0.0524419	4.4000000	3781685490.2590775
4.4020882	4.4031980	4.4029204	0.0524133	0.0525571	0.0526857	4.4027355	0.0525520	4.4000000	3781685491.4139552
4.4031980	4.4029204	4.4023656	0.0521122	0.0519967	0.0520751	4.4028280	0.0520614	4.4000000	3781685492.5860958
4.4029204	4.4031980	4.4026430	0.0521724	0.0522624	0.0523504	4.4029205	0.0522618	4.4000000	3781685493.7604303
4.4031980	4.4031980	4.4020882	0.0524653	0.0523978	0.0522365	4.4028281	0.0523665	4.4000000	3781685494.9421601
4.4023656	4.4026430	4.4029204	0.0522520	0.0525925	0.0526811	4.4026430	0.0525085	4.4000000	3781685496.1112514
4.4029204	4.4029204	4.4026430	0.0529333	0.0525898	0.0523480	4.4028279	0.0526237	4.4000000	3781685497.2858119
4.4029204	4.4026430	4.4026430	0.0525052	0.0527556	0.0524697	4.4027355	0.0525768	4.4000000	3781685498.4635472
4.4026430	4.4026430	4.4029204	0.0521897	0.0518481	0.0519711	4.4027355	0.0520030	4.4000000	3781685499.6394687
4.4034754	4.4029204	4.4029204	0.0520633	0.0520121	0.0516189	4.4031054	0.0518981	4.4000000	3781685500.8089538
4.4023656	4.4020882	4.4029204	0.0517579	0.0517478	0.0519176	4.4024581	0.0518078	4.4000000	3781685501.9909310
4.4023656	4.4026430	4.4026430	0.0516920	0.0517270	0.0515298	4.4025505	0.0516496	4.4000000	3781685503.1700201
4.4026430	4.4026430	4.4023656	0.0516474	0.0512622	0.0519619	4.4025505	0.0516238	4.4000000	3781685504.3344641
4.4026430	4.4026430	4.4029204	0.0518327	0.0518606	0.0522266	4.4027355	0.0519733	4.4000000	3781685505.5067983
4.4029204	4.4026430	4.4031980	0.0522802	0.0523454	0.0524145	4.4029205	0.0523467	4.4000000	3781685506.6684089
4.4031980	4.4029204	4.4023656	0.0525482	0.0526014	0.0525344	4.4028280	0.0525613	4.4000000	3781685507.8383751
4.4023656	4.4026430	4.4026430	0.0522533	0.0523317	0.0528583	4.4025505	0.0524811	4.4000000	3781685509.0120354
4.4026430	4.4023656	4.4023656	0.0520775	0.0519150	0.0518704	4.4024581	0.0519543	4.4000000	3781685510.1788297
4.4031980	4.4026430	4.4031980	0.0514376	0.0514511	0.0520201	4.4030130	0.0516363	4.4000000	3781685511.3454399
4.4029204	4.4023656	4.4029204	0.0517966	0.0518830	0.0521079	4.4027355	0.0519292	4.4000000	3781685512.5162015
4.4026430	4.4029204	4.4026430	0.0518347	0.0516248	0.0516067	4.4027355	0.0516887	4.4000000	3781685513.6905656
4.4029204	4.4020882	4.4026430	0.0516056	0.0516318	0.0517055	4.4025505	0.0516476	4.4000000	3781685514.8569250
4.4029204	4.4029204	4.4023656	0.0515045	0.0514169	0.0514403	4.4027355	0.0514539	4.4000000	3781685516.0489583
4.4023656	4.4034754	4.4026430	0.0514880	0.0516320	0.0517665	4.4028280	0.0516288	4.4000000	3781685517.2271566
4.4023656	4.4026430	4.4023656	0.0520310	0.0519744	0.0516114	4.4024581	0.0518723	4.4000000	3781685518.4041138
4.4026430	4.4020882	4.4020882	0.0519074	0.0516848	0.0515929	4.4022731	0.0517284	4.4000000	3781685519.5727854
4.4026430	4.4023656	4.4026430	0.0515965	0.0516359	0.0517830	4.4025505	0.0516718	4.4000000	3781685520.7341065
4.4029204	4.4026430	4.4031980	0.0518168	0.0516522	0.0516743	4.4029205	0.0517144	4.4000000	3781685521.8970447
4.4029204	4.4029204	4.4029204	0.0517346	0.0514710	0.0515949	4.4029204	0.0516002	4.4000000	3781685523.0756454
4.4029204	4.4026430	4.4023656	0.0512184	0.0512219	0.0513330	4.4026430	0.0512577	4.4000000	3781685524.2463346
4.4023656	4.4029204	4.4020882	0.0513241	0.0512048	0.0516325	4.4024581	0.0513871	4.4000000	3781685525.4201879
4.4026430	4.4026430	4.4029204	0.0517635	0.0519738	0.0521349	4.4027355	0.0519574	4.4000000	3781685526.6496463
4.4026430	4.4031980	4.4023656	0.0518520	0.0516904	0.0516992	4.4027355	0.0517472	4.4000000	3781685527.8173857
4.4023656	4.4029204	4.4023656	0.0517224	0.0514916	0.0516831	4.4025505	0.0516324	4.4000000	3781685528.9982882
4.4026430	4.4023656	4.4026430	0.0522542	0.0523101	0.0522723	4.4025505	0.0522789	4.4000000	3781685530.1677442
4.4023656	4.4026430	4.4026430	0.0522580	0.0520955	0.0518128	4.4025505	0.0520554	4.4000000	3781685531.3285689
4.4029204	4.4029204	4.4023656	0.0523522	0.0522028	0.0521452	4.4027355	0.0522334	4.4000000	3781685532.4997673
4.4026430	4.4029204	4.4023656	0.0518634	0.0519539	0.0519516	4.4026430	0.0519229	4.4000000	3781685533.6720257
4.4031980	4.4031980	4.4023656	0.0523335	0.0520791	0.0521120	4.4029205	0.0521748	4.4000000	3781685534.8384690
4.4029204	4.4034754	4.4029204	0.0523732	0.0526434	0.0525243	4.4031054	0.0525137	4.4000000	3781685536.0063033
4.4029204	4.4031980	4.4026430	0.0524910	0.0526077	0.0524726	4.4029205	0.0525238	4.4000000	3781685537.1850638
4.4029204	4.4029204	4.4031980	0.0525693	0.0525519	0.0526017	4.4030129	0.0525743	4.4000000	3781685538.3453970
4.4029204	4.4031980	4.4029204	0.0523293	0.0523607	0.0523519	4.4030129	0.0523473	4.4000000	3781685539.5191751
4.4031980	4.4034754	4.4029204	0.0523809	0.0520595	0.0521756	4.4031979	0.0522053	4.4000000	3781685540.6887274
4.4026430	4.4029204	4.4031980	0.0523117	0.0523125	0.0522357	4.4029205	0.0522866	4.4000000	3781685541.8573041
4.4029204	4.4029204	4.4029204	0.0526577	0.0527278	0.0525597	4.4029204	0.0526484	4.4000000	3781685543.0181398
4.4026430	4.4031980	4.4026430	0.0523855	0.0522668	0.0522590	4.4028280	0.0523038	4.4000000	3781685544.1762447
4.4037528	4.4029204	4.4029204	0.0527596	0.0525655	0.0526278	4.4031979	0.0526510	4.4000000	3781685545.3479118
4.4029204	4.4034754	4.4029204	0.0527379	0.0529498	0.0527998	4.4031054	0.0528292	4.4000000	3781685546.5334558
4.4029204	4.4037528	4.4034754	0.0529938	0.0525721	0.0526071	4.4033829	0.0527243	4.4000000	3781685547.7081919
4.4034754	4.4031980	4.4029204	0.0527538	0.0529997	0.0527030	4.4031979	0.0528189	4.4000000	3781685548.8774562
4.4031980	4.4029204	4.4026430	0.0528338	0.0527381	0.0525050	4.4029205	0.0526923	4.4000000	3781685550.0535874
4.4029204	4.4031980	4.4029204	0.0523841	0.0524587	0.0524649	4.4030129	0.0524359	4.4000000	3781685551.2315145
4.4034754	4.4031980	4.4034754	0.0525480	0.0525534	0.0530404	4.4033829	0.0527139	4.4000000	3781685552.3929114
4.4029204	4.4029204	4.4034754	0.0528867	0.0529744	0.0526535	4.4031054	0.0528382	4.4000000	3781685553.5605950
4.4029204	4.4031980	4.4034754	0.0527176	0.0529808	0.0526749	4.4031979	0.0527911	4.4000000	3781685554.7239146
4.4034754	4.4031980	4.4029204	0.0529961	0.0529565	0.0527115	4.4031979	0.0528880	4.4000000	3781685555.8951640
4.4029204	4.4031980	4.4031980	0.0524624	0.0526100	0.0523764	4.4031055	0.0524830	4.4000000	3781685557.0493808
4.4029204	4.4031980	4.4031980	0.0523576	0.0523788	0.0523739	4.4031055	0.0523701	4.4000000	3781685558.2298961
4.4029204	4.4034754	4.4031980	0.0526402	0.0527596	0.0527779	4.4031979	0.0527259	4.4000000	3781685559.4050703
4.4034754	4.4031980	4.4029204	0.0526957	0.0527373	0.0524065	4.4031979	0.0526132	4.4000000	3781685560.5750537
4.4034754	4.4031980	4.4031980	0.0527031	0.0526639	0.0524388	4.4032905	0.0526019	4.4000000	3781685561.7737079
4.4029204	4.4037528	4.4034754	0.0527911	0.0528392	0.0531362	4.4033829	0.0529222	4.4000000	3781685562.9466543
4.4037528	4.4037528	4.4037528	0.0530111	0.0526450	0.0526445	4.4037528	0.0527669	4.4000000	3781685564.1198745
4.4037528	4.4034754	4.4040302	0.0526933	0.0524562	0.0526724	4.4037528	0.0526073	4.4000000	3781685565.2799306
4.4037528	4.4034754	4.4031980	0.0525357	0.0524764	0.0523902	4.4034754	0.0524674	4.4000000	3781685566.4566479
4.4034754	4.4037528	4.4034754	0.0527059	0.0521533	0.0521880	4.4035679	0.0523491	4.4000000	3781685567.6326799
4.4029204	4.4034754	4.4029204	0.0522303	0.0524136	0.0529619	4.4031054	0.0525353	4.4000000	3781685568.8026090
4.4034754	4.4031980	4.4031980	0.0527042	0.0529193	0.0522934	4.4032905	0.0526389	4.4000000	3781685569.9600673
4.4031980	4.4037528	4.4034754	0.0529960	0.0529553	0.0532757	4.4034754	0.0530756	4.4000000	3781685571.1363120
4.4034754	4.4029204	4.4029204	0.0536532	0.0525727	0.0526780	4.4031054	0.0529680	4.4000000	3781685572.3066230
4.4031980	4.4034754	4.4029204	0.0523065	0.0524469	0.0524047	4.4031979	0.0523860	4.4000000	3781685573.4604025
4.4034754	4.4031980	4.4034754	0.0523365	0.0524016	0.0526544	4.4033829	0.0524642	4.4000000	3781685574.6084776
4.4034754	4.4029204	4.4031980	0.0522665	0.0524042	0.0519620	4.4031979	0.0522109	4.4000000	3781685575.7641921
4.4034754	4.4031980	4.4034754	0.0521222	0.0524420	0.0521110	4.4033829	0.0522251	4.4000000	3781685576.9270000
4.4023656	4.4031980	4.4029204	0.0522101	0.0522333	0.0521626	4.4028280	0.0522020	4.4000000	3781685578.0794129
4.4031980	4.4031980	4.4037528	0.0521102	0.0522834	0.0519160	4.4033829	0.0521032	4.4000000	3781685579.2355967
4.4023656	4.4031980	4.4040302	0.0517514	0.0519088	0.0521167	4.4031979	0.0519256	4.4000000	3781685580.3794880
4.4031980	4.4034754	4.4029204	0.0520113	0.0521099	0.0518204	4.4031979	0.0519805	4.4000000	3781685581.5267262
4.4026430	4.4031980	4.4029204	0.0518779	0.0518609	0.0520677	4.4029205	0.0519355	4.4000000	3781685582.6984305
4.4031980	4.4031980	4.4029204	0.0526687	0.0523711	0.0521925	4.4031055	0.0524108	4.4000000	3781685583.8525610
4.4026430	4.4029204	4.4026430	0.0524180	0.0517659	0.0521017	4.4027355	0.0520952	4.4000000	3781685584.9949841
4.4023656	4.4029204	4.4031980	0.0518558	0.0524008	0.0525674	4.4028280	0.0522747	4.4000000	3781685586.1508279
4.4029204	4.4029204	4.4026430	0.0525483	0.0528027	0.0523188	4.4028279	0.0525566	4.4000000	3781685587.3002744
4.4029204	4.4037528	4.4031980	0.0525949	0.0529583	0.0530700	4.4032904	0.0528744	4.4000000	3781685588.4741807
4.4037528	4.4029204	4.4029204	0.0532555	0.0532458	0.0530421	4.4031979	0.0531811	4.4000000	3781685589.6264906
4.4031980	4.4029204	4.4029204	0.0531564	0.0530668	0.0533630	4.4030129	0.0531954	4.4000000	3781685590.7720070
4.4029204	4.4031980	4.4034754	0.0535828	0.0538483	0.0534899	4.4031979	0.0536403	4.4000000	3781685591.9254975
4.4029204	4.4029204	4.4026430	0.0535334	0.0538018	0.0538040	4.4028279	0.0537131	4.4000000	3781685593.0800743
4.4026430	4.4026430	4.4026430	0.0538368	0.0535903	0.0536026	4.4026430	0.0536766	4.4000000	3781685594.2379794
4.4031980	4.4029204	4.4034754	0.0541982	0.0538193	0.0540884	4.4031979	0.0540353	4.4000000	3781685595.3863182
4.4029204	4.4031980	4.4031980	0.0534429	0.0536247	0.0535808	4.4031055	0.0535495	4.4000000	3781685596.5517554
4.4026430	4.4026430	4.4029204	0.0535423	0.0536387	0.0536064	4.4027355	0.0535958	4.4000000	3781685597.7059231
4.4031980	4.4029204	4.4031980	0.0538296	0.0534041	0.0534880	4.4031055	0.0535739	4.4000000	3781685598.8540831
4.4031980	4.4031980	4.4031980	0.0532350	0.0534775	0.0532004	4.4031980	0.0533043	4.4000000	3781685600.0094457
4.4034754	4.4034754	4.4037528	0.0531305	0.0528552	0.0528746	4.4035679	0.0529534	4.4000000	3781685601.1513624
4.4037528	4.4034754	4.4040302	0.0529810	0.0529145	0.0528254	4.4037528	0.0529070	4.4000000	3781685602.3200178
4.4040302	4.4037528	4.4037528	0.0525929	0.0527777	0.0524035	4.4038453	0.0525914	4.4000000	3781685603.4745121
4.4034754	4.4034754	4.4034754	0.0524925	0.0527217	0.0526504	4.4034754	0.0526215	4.4000000	3781685604.6417456
4.4043076	4.4037528	4.4031980	0.0528488	0.0522735	0.0525358	4.4037528	0.0525527	4.4000000	3781685605.7879839
4.4034754	4.4040302	4.4034754	0.0525218	0.0527187	0.0527076	4.4036603	0.0526494	4.4000000	3781685606.9410334
4.4034754	4.4034754	4.4031980	0.0520279	0.0524819	0.0524838	4.4033829	0.0523312	4.4000000	3781685608.0997167
4.4031980	4.4031980	4.4034754	0.0525501	0.0528820	0.0528697	4.4032905	0.0527673	4.4000000	3781685609.2505569
4.4026430	4.4037528	4.4037528	0.0529234	0.0527969	0.0529950	4.4033829	0.0529051	4.4000000	3781685610.4170232
4.4029204	4.4031980	4.4037528	0.0527054	0.0533081	0.0533697	4.4032904	0.0531277	4.4000000	3781685611.6098528
4.4031980	4.4029204	4.4034754	0.0530347	0.0527390	0.0528885	4.4031979	0.0528874	4.4000000	3781685612.7728839
4.4040302	4.4037528	4.4034754	0.0529391	0.0528906	0.0529177	4.4037528	0.0529158	4.4000000	3781685613.9191623
4.4031980	4.4034754	4.4040302	0.0530521	0.0529565	0.0528477	4.4035679	0.0529521	4.4000000	3781685615.0576334
4.4034754	4.4031980	4.4031980	0.0528704	0.0531806	0.0529525	4.4032905	0.0530011	4.4000000	3781685616.2108407
4.4034754	4.4034754	4.4031980	0.0530918	0.0527712	0.0529044	4.4033829	0.0529225	4.4000000	3781685617.3701186
4.4037528	4.4029204	4.4037528	0.0527437	0.0528551	0.0529425	4.4034753	0.0528471	4.4000000	3781685618.5259881
4.4031980	4.4031980	4.4034754	0.0531033	0.0531310	0.0531904	4.4032905	0.0531416	4.4000000	3781685619.6764050
4.4034754	4.4045852	4.4034754	0.0529001	0.0528483	0.0530080	4.4038453	0.0529188	4.4000000	3781685620.8381095
4.4034754	4.4034754	4.4029204	0.0527995	0.0529978	0.0528086	4.4032904	0.0528686	4.4000000	3781685621.9799447
4.4037528	4.4029204	4.4034754	0.0528453	0.0528517	0.0530150	4.4033829	0.0529040	4.4000000	3781685623.1221752
4.4031980	4.4034754	4.4031980	0.0534052	0.0531984	0.0528969	4.4032905	0.0531668	4.4000000	3781685624.2944322
4.4034754	4.4037528	4.4040302	0.0530043	0.0529313	0.0527312	4.4037528	0.0528889	4.4000000	3781685625.4469023
4.4031980	4.4034754	4.4034754	0.0527250	0.0528702	0.0529207	4.4033829	0.0528386	4.4000000	3781685626.6192985
4.4031980	4.4031980	4.4031980	0.0529585	0.0527643	0.0529564	4.4031980	0.0528931	4.4000000	3781685627.7750087
4.4031980	4.4031980	4.4034754	0.0529388	0.0526537	0.0532378	4.4032905	0.0529434	4.4000000	3781685628.9436312
4.4040302	4.4040302	4.4040302	0.0533549	0.0532679	0.0533491	4.4040302	0.0533239	4.4000000	3781685630.0865498
4.4040302	4.4040302	4.4040302	0.0530726	0.0527281	0.0525510	4.4040302	0.0527839	4.4000000	3781685631.2389474
4.4031980	4.4043076	4.4040302	0.0522821	0.0524213	0.0526680	4.4038453	0.0524571	4.4000000	3781685632.3891878
4.4040302	4.4034754	4.4043076	0.0525876	0.0526474	0.0530507	4.4039377	0.0527619	4.4000000	3781685633.5438600
4.4040302	4.4037528	4.4031980	0.0525889	0.0522780	0.0524122	4.4036603	0.0524264	4.4000000	3781685634.7230945
4.4034754	4.4031980	4.4037528	0.0526373	0.0524593	0.0527396	4.4034754	0.0526121	4.4000000	3781685635.8718352
4.4040302	4.4034754	4.4034754	0.0530682	0.0528113	0.0528333	4.4036603	0.0529043	4.4000000	3781685637.0290527
4.4037528	4.4043076	4.4034754	0.0528677	0.0527118	0.0528438	4.4038453	0.0528078	4.4000000	3781685638.1773114
4.4040302	4.4031980	4.4037528	0.0529648	0.0528461	0.0522804	4.4036603	0.0526971	4.4000000	3781685639.3285098
4.4040302	4.4034754	4.4031980	0.0524495	0.0523682	0.0525449	4.4035679	0.0524542	4.4000000	3781685640.4821033
4.4034754	4.4031980	4.4037528	0.0527995	0.0526739	0.0529957	4.4034754	0.0528230	4.4000000	3781685641.6328249
4.4034754	4.4037528	4.4037528	0.0528148	0.0524440	0.0529657	4.4036603	0.0527415	4.4000000	3781685642.7998390
4.4037528	4.4037528	4.4034754	0.0523953	0.0526078	0.0525606	4.4036603	0.0525212	4.4000000	3781685643.9522295
4.4037528	4.4037528	4.4037528	0.0526348	0.0529741	0.0530371	4.4037528	0.0528820	4.4000000	3781685645.0927567
4.4037528	4.4037528	4.4034754	0.0525049	0.0523699	0.0520535	4.4036603	0.0523095	4.4000000	3781685646.2505002
4.4034754	4.4037528	4.4031980	0.0523255	0.0521938	0.0523291	4.4034754	0.0522828	4.4000000	3781685647.3976345
4.4034754	4.4037528	4.4034754	0.0521152	0.0522240	0.0521252	4.4035679	0.0521548	4.4000000	3781685648.5554318
4.4034754	4.4034754	4.4029204	0.0518898	0.0519263	0.0520467	4.4032904	0.0519543	4.4000000	3781685649.6972990
4.4031980	4.4031980	4.4034754	0.0522648	0.0523133	0.0520923	4.4032905	0.0522234	4.4000000	3781685650.8504791
4.4040302	4.4040302	4.4040302	0.0522359	0.0523289	0.0524368	4.4040302	0.0523339	4.4000000	3781685652.0089154
4.4040302	4.4034754	4.4034754	0.0526155	0.0526305	0.0522922	4.4036603	0.0525127	4.4000000	3781685653.1639776
4.4031980	4.4034754	4.4034754	0.0525397	0.0525245	0.0523746	4.4033829	0.0524796	4.4000000	3781685654.3128386
4.4031980	4.4034754	4.4031980	0.0525700	0.0528667	0.0531092	4.4032905	0.0528486	4.4000000	3781685655.4705310
4.4034754	4.4040302	4.4043076	0.0528898	0.0529162	0.0530514	4.4039377	0.0529525	4.4000000	3781685656.6341720
4.4045852	4.4045852	4.4043076	0.0532451	0.0532458	0.0533201	4.4044927	0.0532703	4.4000000	3781685657.7755270
4.4037528	4.4040302	4.4040302	0.0531138	0.0533698	0.0531850	4.4039377	0.0532229	4.4000000	3781685658.9289393
4.4043076	4.4037528	4.4031980	0.0537508	0.0540068	0.0539961	4.4037528	0.0539179	4.4000000	3781685660.0826569
4.4034754	4.4037528	4.4040302	0.0538422	0.0538847	0.0534689	4.4037528	0.0537319	4.4000000	3781685661.2309513
4.4043076	4.4037528	4.4034754	0.0530940	0.0532585	0.0534649	4.4038453	0.0532725	4.4000000	3781685662.3739886
4.4037528	4.4040302	4.4043076	0.0536958	0.0537268	0.0537410	4.4040302	0.0537212	4.4000000	3781685663.5275774
4.4037528	4.4043076	4.4031980	0.0533867	0.0533196	0.0533782	4.4037528	0.0533615	4.4000000	3781685664.6669998
4.4034754	4.4040302	4.4043076	0.0531666	0.0531523	0.0532100	4.4039377	0.0531763	4.4000000	3781685665.8194242
4.4040302	4.4037528	4.4040302	0.0528786	0.0528310	0.0530300	4.4039377	0.0529132	4.4000000	3781685666.9754639
4.4040302	4.4031980	4.4037528	0.0527691	0.0527492	0.0531555	4.4036603	0.0528912	4.4000000	3781685668.1336017
4.4040302	4.4040302	4.4031980	0.0529824	0.0529591	0.0532148	4.4037528	0.0530521	4.4000000	3781685669.2868857
4.4040302	4.4040302	4.4037528	0.0530818	0.0535745	0.0535037	4.4039377	0.0533867	4.4000000	3781685670.4391518
4.4034754	4.4040302	4.4031980	0.0531883	0.0533054	0.0536083	4.4035679	0.0533673	4.4000000	3781685671.5999465
4.4031980	4.4034754	4.4034754	0.0534451	0.0537271	0.0536098	4.4033829	0.0535940	4.4000000	3781685672.7531552
4.4037528	4.4040302	4.4037528	0.0535920	0.0535903	0.0539400	4.4038453	0.0537074	4.4000000	3781685673.9095793
4.4031980	4.4040302	4.4037528	0.0537491	0.0543726	0.0539985	4.4036603	0.0540401	4.4000000	3781685675.0590711
4.4037528	4.4037528	4.4040302	0.0535221	0.0534725	0.0535894	4.4038453	0.0535280	4.4000000	3781685676.2195263
4.4037528	4.4034754	4.4040302	0.0546545	0.0536926	0.0538784	4.4037528	0.0540752	4.4000000	3781685677.3658385
4.4034754	4.4037528	4.4037528	0.0534055	0.0538887	0.0537098	4.4036603	0.0536680	4.4000000	3781685678.5125570
4.4031980	4.4034754	4.4031980	0.0530895	0.0533687	0.0531882	4.4032905	0.0532155	4.4000000	3781685679.6654448
4.4031980	4.4029204	4.4031980	0.0536395	0.0539136	0.0538057	4.4031055	0.0537863	4.4000000	3781685680.8040414
4.4029204	4.4034754	4.4026430	0.0535376	0.0533780	0.0532791	4.4030129	0.0533982	4.4000000	3781685681.9465632
4.4034754	4.4034754	4.4031980	0.0530738	0.0535472	0.0532829	4.4033829	0.0533013	4.4000000	3781685683.1023006
4.4034754	4.4037528	4.4031980	0.0533794	0.0534897	0.0540123	4.4034754	0.0536271	4.4000000	3781685684.2585626
4.4034754	4.4034754	4.4037528	0.0539073	0.0531814	0.0534497	4.4035679	0.0535128	4.4000000	3781685685.4060879
4.4029204	4.4034754	4.4031980	0.0527499	0.0528528	0.0529958	4.4031979	0.0528662	4.4000000	3781685686.5491114
4.4031980	4.4034754	4.4037528	0.0532114	0.0532517	0.0529213	4.4034754	0.0531281	4.4000000	3781685687.7169170
4.4034754	4.4031980	4.4031980	0.0529142	0.0528585	0.0528310	4.4032905	0.0528679	4.4000000	3781685688.8702250
4.4029204	4.4023656	4.4037528	0.0526769	0.0532585	0.0527109	4.4030129	0.0528821	4.4000000	3781685690.0261607
4.4034754	4.4031980	4.4034754	0.0531734	0.0526269	0.0534380	4.4033829	0.0530794	4.4000000	3781685691.1774001
4.4034754	4.4031980	4.4034754	0.0532815	0.0529265	0.0532650	4.4033829	0.0531577	4.4000000	3781685692.3240399
4.4031980	4.4034754	4.4034754	0.0529804	0.0531930	0.0532899	4.4033829	0.0531544	4.4000000	3781685693.4800734
4.4040302	4.4037528	4.4037528	0.0533171	0.0532685	0.0532030	4.4038453	0.0532629	4.4000000	3781685694.6221991
4.4037528	4.4034754	4.4037528	0.0535340	0.0536432	0.0534621	4.4036603	0.0535465	4.4000000	3781685695.7831559
4.4040302	4.4037528	4.4037528	0.0537316	0.0533455	0.0536313	4.4038453	0.0535695	4.4000000	3781685696.9392719
4.4037528	4.4037528	4.4034754	0.0536921	0.0536537	0.0538556	4.4036603	0.0537338	4.4000000	3781685698.0888834
4.4040302	4.4037528	4.4034754	0.0534279	0.0533146	0.0532230	4.4037528	0.0533218	4.4000000	3781685699.2446952
4.4034754	4.4037528	4.4034754	0.0531873	0.0534606	0.0531922	4.4035679	0.0532800	4.4000000	3781685700.3877039
4.4037528	4.4037528	4.4040302	0.0533702	0.0530400	0.0529025	4.4038453	0.0531042	4.4000000	3781685701.5636158
4.4034754	4.4031980	4.4040302	0.0540022	0.0531971	0.0534087	4.4035679	0.0535360	4.4000000	3781685702.7079697
4.4034754	4.4037528	4.4037528	0.0536030	0.0530889	0.0533738	4.4036603	0.0533553	4.4000000	3781685703.8744183
4.4040302	4.4034754	4.4034754	0.0532566	0.0528319	0.0528197	4.4036603	0.0529694	4.4000000	3781685705.0241199
4.4040302	4.4040302	4.4034754	0.0529051	0.0526771	0.0523863	4.4038453	0.0526562	4.4000000	3781685706.1782665
4.4037528	4.4034754	4.4037528	0.0525616	0.0530458	0.0528603	4.4036603	0.0528225	4.4000000	3781685707.3288136
4.4037528	4.4031980	4.4029204	0.0527400	0.0523353	0.0531029	4.4032904	0.0527261	4.4000000	3781685708.4752250
4.4037528	4.4037528	4.4037528	0.0529374	0.0531983	0.0525201	4.4037528	0.0528852	4.4000000	3781685709.6395969
4.4040302	4.4031980	4.4034754	0.0524433	0.0528442	0.0530779	4.4035679	0.0527885	4.4000000	3781685710.7963328
4.4040302	4.4034754	4.4034754	0.0530595	0.0534238	0.0531211	4.4036603	0.0532015	4.4000000	3781685711.9772816
4.4034754	4.4037528	4.4037528	0.0537246	0.0535328	0.0535317	4.4036603	0.0535964	4.4000000	3781685713.1252031
4.4043076	4.4040302	4.4037528	0.0533649	0.0534897	0.0529210	4.4040302	0.0532585	4.4000000	3781685714.2703514
4.4037528	4.4040302	4.4034754	0.0536261	0.0528577	0.0529913	4.4037528	0.0531583	4.4000000	3781685715.4329238
4.4037528	4.4031980	4.4037528	0.0528793	0.0530746	0.0526131	4.4035679	0.0528557	4.4000000	3781685716.5890713
4.4031980	4.4037528	4.4034754	0.0530689	0.0529670	0.0528608	4.4034754	0.0529656	4.4000000	3781685717.7576175
4.4040302	4.4031980	4.4037528	0.0528984	0.0528171	0.0528088	4.4036603	0.0528414	4.4000000	3781685718.9097910
4.4031980	4.4040302	4.4037528	0.0528963	0.0535149	0.0532687	4.4036603	0.0532266	4.4000000	3781685720.0761471
4.4040302	4.4043076	4.4031980	0.0532016	0.0535318	0.0530444	4.4038453	0.0532593	4.4000000	3781685721.2319713
