V(1) [kV]	V(2) [kV]	V(3) [kV]	I(1) [mA]	I(2) [mA]	I(3) [mA]	MeanV [kV]	MeanI[mA]	SetV [kV]
4.4040302	4.4040302	4.4043076	0.0870167	0.0869439	0.0867113	4.4041227	0.0868906	4.4000000	3781684387.4065714
4.4034754	4.4043076	4.4034754	0.0866119	0.0867212	0.0868061	4.4037528	0.0867130	4.4000000	3781684388.5779042
4.4040302	4.4037528	4.4037528	0.0866807	0.0867894	0.0866634	4.4038453	0.0867112	4.4000000	3781684389.7468982
4.4043076	4.4040302	4.4037528	0.0866809	0.0865532	0.0867021	4.4040302	0.0866454	4.4000000	3781684390.9084759
4.4034754	4.4040302	4.4040302	0.0864153	0.0862071	0.0865179	4.4038453	0.0863801	4.4000000	3781684392.0739250
4.4040302	4.4040302	4.4037528	0.0864784	0.0862936	0.0863678	4.4039377	0.0863799	4.4000000	3781684393.2410536
4.4040302	4.4040302	4.4043076	0.0860139	0.0858118	0.0857027	4.4041227	0.0858428	4.4000000	3781684394.4040785
4.4034754	4.4037528	4.4034754	0.0858319	0.0855242	0.0855678	4.4035679	0.0856413	4.4000000	3781684395.5567136
4.4034754	4.4040302	4.4034754	0.0854335	0.0854921	0.0855551	4.4036603	0.0854936	4.4000000	3781684396.7386975
4.4037528	4.4034754	4.4037528	0.0856670	0.0856266	0.0856649	4.4036603	0.0856528	4.4000000	3781684397.9029369
4.4037528	4.4034754	4.4031980	0.0855564	0.0855134	0.0856462	4.4034754	0.0855720	4.4000000	3781684399.0782623
4.4040302	4.4040302	4.4040302	0.0856111	0.0856268	0.0856898	4.4040302	0.0856426	4.4000000	3781684400.2516160
4.4040302	4.4037528	4.4040302	0.0855418	0.0852636	0.0851555	4.4039377	0.0853203	4.4000000	3781684401.4012666
4.4034754	4.4037528	4.4043076	0.0852664	0.0852393	0.0854244	4.4038453	0.0853100	4.4000000	3781684402.5682545
4.4040302	4.4037528	4.4040302	0.0853810	0.0852043	0.0852302	4.4039377	0.0852718	4.4000000	3781684403.7384014
4.4048626	4.4040302	4.4043076	0.0854623	0.0854477	0.0854620	4.4044001	0.0854573	4.4000000	3781684404.9018078
4.4043076	4.4040302	4.4037528	0.0853220	0.0850972	0.0851373	4.4040302	0.0851855	4.4000000	3781684406.0570350
4.4037528	4.4040302	4.4040302	0.0849662	0.0846302	0.0846883	4.4039377	0.0847616	4.4000000	3781684407.2238655
4.4043076	4.4034754	4.4037528	0.0846339	0.0846602	0.0845823	4.4038453	0.0846255	4.4000000	3781684408.3936601
4.4037528	4.4037528	4.4043076	0.0847975	0.0846329	0.0842846	4.4039377	0.0845717	4.4000000	3781684409.5632553
4.4045852	4.4045852	4.4043076	0.0845367	0.0844179	0.0847039	4.4044927	0.0845528	4.4000000	3781684410.7294064
4.4040302	4.4040302	4.4043076	0.0845129	0.0846150	0.0848270	4.4041227	0.0846516	4.4000000	3781684411.8833528
4.4043076	4.4037528	4.4037528	0.0844581	0.0843598	0.0840616	4.4039377	0.0842932	4.4000000	3781684413.0487714
4.4040302	4.4040302	4.4043076	0.0842339	0.0844899	0.0844206	4.4041227	0.0843814	4.4000000	3781684414.2150426
4.4043076	4.4034754	4.4040302	0.0843139	0.0842874	0.0842460	4.4039377	0.0842824	4.4000000	3781684415.3883185
4.4043076	4.4040302	4.4040302	0.0843309	0.0843191	0.0843509	4.4041227	0.0843336	4.4000000	3781684416.5504336
4.4045852	4.4037528	4.4040302	0.0843818	0.0842082	0.0841660	4.4041227	0.0842520	4.4000000	3781684417.7230496
4.4037528	4.4037528	4.4043076	0.0841698	0.0840630	0.0842819	4.4039377	0.0841716	4.4000000	3781684418.8950968
4.4034754	4.4037528	4.4031980	0.0841271	0.0841533	0.0841015	4.4034754	0.0841273	4.4000000	3781684420.1201992
4.4037528	4.4037528	4.4037528	0.0841346	0.0842780	0.0841819	4.4037528	0.0841982	4.4000000	3781684421.2864790
4.4043076	4.4037528	4.4037528	0.0840579	0.0839949	0.0843255	4.4039377	0.0841261	4.4000000	3781684422.4445777
4.4043076	4.4037528	4.4037528	0.0843263	0.0840162	0.0840757	4.4039377	0.0841394	4.4000000	3781684423.6082168
4.4037528	4.4037528	4.4040302	0.0839417	0.0841556	0.0839347	4.4038453	0.0840107	4.4000000	3781684424.7715216
4.4034754	4.4037528	4.4037528	0.0839055	0.0838484	0.0839855	4.4036603	0.0839131	4.4000000	3781684425.9360671
4.4040302	4.4040302	4.4037528	0.0836971	0.0841159	0.0839601	4.4039377	0.0839244	4.4000000	3781684427.1029506
4.4040302	4.4037528	4.4029204	0.0841030	0.0837794	0.0838570	4.4035678	0.0839131	4.4000000	3781684428.2684622
4.4040302	4.4037528	4.4037528	0.0836776	0.0837108	0.0837946	4.4038453	0.0837276	4.4000000	3781684429.4398961
4.4040302	4.4040302	4.4037528	0.0838717	0.0837361	0.0837797	4.4039377	0.0837958	4.4000000	3781684430.6242352
4.4037528	4.4040302	4.4043076	0.0838511	0.0840365	0.0839667	4.4040302	0.0839514	4.4000000	3781684431.7926593
4.4040302	4.4037528	4.4037528	0.0838051	0.0839658	0.0836977	4.4038453	0.0838229	4.4000000	3781684432.9451990
4.4043076	4.4043076	4.4043076	0.0838524	0.0837711	0.0837361	4.4043076	0.0837865	4.4000000	3781684434.1073322
4.4037528	4.4037528	4.4037528	0.0837061	0.0835359	0.0837325	4.4037528	0.0836582	4.4000000	3781684435.2920990
4.4040302	4.4040302	4.4037528	0.0835385	0.0837401	0.0837263	4.4039377	0.0836683	4.4000000	3781684436.4459639
4.4037528	4.4040302	4.4037528	0.0835136	0.0834927	0.0833474	4.4038453	0.0834512	4.4000000	3781684437.6131616
4.4037528	4.4043076	4.4034754	0.0834848	0.0834651	0.0833440	4.4038453	0.0834313	4.4000000	3781684438.7754168
4.4029204	4.4043076	4.4040302	0.0833270	0.0835769	0.0834175	4.4037527	0.0834405	4.4000000	3781684439.9520745
4.4040302	4.4034754	4.4037528	0.0832854	0.0834031	0.0833969	4.4037528	0.0833618	4.4000000	3781684441.1233368
4.4040302	4.4040302	4.4043076	0.0833034	0.0832424	0.0831773	4.4041227	0.0832411	4.4000000	3781684442.2953639
4.4040302	4.4045852	4.4037528	0.0831210	0.0831700	0.0830430	4.4041227	0.0831114	4.4000000	3781684443.4623594
4.4043076	4.4040302	4.4037528	0.0833233	0.0833290	0.0832971	4.4040302	0.0833164	4.4000000	3781684444.6237664
4.4043076	4.4037528	4.4037528	0.0830817	0.0833160	0.0831303	4.4039377	0.0831760	4.4000000	3781684445.7873378
4.4040302	4.4037528	4.4040302	0.0830401	0.0831806	0.0831121	4.4039377	0.0831109	4.4000000	3781684446.9484439
4.4037528	4.4043076	4.4037528	0.0832619	0.0831864	0.0831238	4.4039377	0.0831907	4.4000000	3781684448.1145024
4.4045852	4.4037528	4.4045852	0.0830259	0.0830334	0.0830834	4.4043077	0.0830476	4.4000000	3781684449.2661118
4.4043076	4.4048626	4.4045852	0.0829046	0.0827944	0.0825957	4.4045851	0.0827649	4.4000000	3781684450.4400239
4.4040302	4.4043076	4.4037528	0.0827409	0.0826074	0.0827429	4.4040302	0.0826971	4.4000000	3781684451.6208553
4.4040302	4.4037528	4.4048626	0.0828729	0.0828771	0.0829456	4.4042152	0.0828985	4.4000000	3781684452.8897438
4.4037528	4.4037528	4.4037528	0.0825634	0.0824907	0.0825142	4.4037528	0.0825228	4.4000000	3781684454.0556946
4.4037528	4.4031980	4.4034754	0.0827152	0.0826078	0.0827011	4.4034754	0.0826747	4.4000000	3781684455.2096386
4.4040302	4.4037528	4.4040302	0.0827973	0.0826219	0.0826905	4.4039377	0.0827032	4.4000000	3781684456.3840394
4.4040302	4.4037528	4.4037528	0.0825820	0.0825902	0.0824648	4.4038453	0.0825457	4.4000000	3781684457.5464654
4.4034754	4.4037528	4.4043076	0.0827177	0.0826577	0.0825305	4.4038453	0.0826353	4.4000000	3781684458.7124562
4.4034754	4.4043076	4.4043076	0.0825961	0.0824759	0.0825267	4.4040302	0.0825329	4.4000000	3781684459.8727250
4.4048626	4.4045852	4.4043076	0.0823785	0.0823284	0.0822126	4.4045851	0.0823065	4.4000000	3781684461.0981846
4.4037528	4.4037528	4.4037528	0.0821292	0.0823515	0.0822049	4.4037528	0.0822285	4.4000000	3781684462.2449384
4.4043076	4.4040302	4.4040302	0.0822761	0.0822558	0.0823162	4.4041227	0.0822827	4.4000000	3781684463.4149866
4.4040302	4.4045852	4.4043076	0.0821467	0.0822878	0.0820335	4.4043077	0.0821560	4.4000000	3781684464.5896535
4.4040302	4.4034754	4.4037528	0.0823680	0.0822223	0.0821826	4.4037528	0.0822576	4.4000000	3781684465.7479634
4.4043076	4.4040302	4.4040302	0.0822615	0.0821944	0.0820842	4.4041227	0.0821800	4.4000000	3781684466.8976793
4.4037528	4.4034754	4.4037528	0.0818921	0.0820844	0.0821507	4.4036603	0.0820424	4.4000000	3781684468.0679922
4.4037528	4.4040302	4.4040302	0.0822190	0.0821941	0.0821268	4.4039377	0.0821800	4.4000000	3781684469.2375464
4.4043076	4.4037528	4.4040302	0.0820088	0.0821082	0.0820293	4.4040302	0.0820488	4.4000000	3781684470.3885722
4.4040302	4.4034754	4.4031980	0.0818390	0.0819122	0.0820824	4.4035679	0.0819445	4.4000000	3781684471.5692649
4.4037528	4.4040302	4.4037528	0.0819357	0.0818968	0.0818595	4.4038453	0.0818973	4.4000000	3781684472.7267718
4.4037528	4.4034754	4.4037528	0.0818316	0.0819425	0.0819460	4.4036603	0.0819067	4.4000000	3781684473.8887262
4.4031980	4.4040302	4.4037528	0.0817023	0.0818018	0.0820161	4.4036603	0.0818401	4.4000000	3781684475.0582113
4.4040302	4.4037528	4.4037528	0.0820738	0.0819205	0.0821256	4.4038453	0.0820400	4.4000000	3781684476.2275462
4.4034754	4.4043076	4.4031980	0.0821624	0.0820781	0.0820984	4.4036603	0.0821130	4.4000000	3781684477.3937073
4.4037528	4.4040302	4.4034754	0.0820954	0.0820757	0.0818409	4.4037528	0.0820040	4.4000000	3781684478.5576658
4.4037528	4.4040302	4.4034754	0.0818352	0.0818100	0.0816821	4.4037528	0.0817758	4.4000000	3781684479.7095742
4.4040302	4.4034754	4.4043076	0.0819101	0.0821421	0.0819259	4.4039377	0.0819927	4.4000000	3781684480.8751912
4.4040302	4.4040302	4.4037528	0.0820381	0.0816459	0.0818642	4.4039377	0.0818494	4.4000000	3781684482.0480785
4.4037528	4.4031980	4.4040302	0.0816892	0.0820619	0.0824420	4.4036603	0.0820644	4.4000000	3781684483.2148066
4.4034754	4.4034754	4.4040302	0.0822280	0.0823248	0.0824342	4.4036603	0.0823290	4.4000000	3781684484.3768263
4.4040302	4.4040302	4.4034754	0.0824220	0.0821180	0.0819919	4.4038453	0.0821773	4.4000000	3781684485.5486183
4.4037528	4.4037528	4.4034754	0.0820737	0.0819987	0.0821098	4.4036603	0.0820608	4.4000000	3781684486.7164168
4.4031980	4.4031980	4.4037528	0.0818846	0.0819050	0.0818417	4.4033829	0.0818771	4.4000000	3781684487.8826632
4.4031980	4.4037528	4.4040302	0.0819118	0.0819670	0.0817731	4.4036603	0.0818840	4.4000000	3781684489.0440001
4.4037528	4.4034754	4.4034754	0.0819412	0.0818224	0.0817244	4.4035679	0.0818293	4.4000000	3781684490.2090974
4.4037528	4.4034754	4.4031980	0.0819810	0.0819635	0.0817128	4.4034754	0.0818858	4.4000000	3781684491.3730640
4.4034754	4.4037528	4.4043076	0.0817152	0.0818360	0.0818136	4.4038453	0.0817883	4.4000000	3781684492.5338998
4.4040302	4.4031980	4.4037528	0.0818825	0.0817106	0.0816996	4.4036603	0.0817642	4.4000000	3781684493.7065458
4.4031980	4.4034754	4.4040302	0.0816281	0.0813870	0.0816200	4.4035679	0.0815450	4.4000000	3781684494.8771415
4.4037528	4.4040302	4.4037528	0.0816289	0.0817347	0.0817582	4.4038453	0.0817073	4.4000000	3781684496.0397086
4.4037528	4.4043076	4.4037528	0.0817895	0.0819428	0.0818981	4.4039377	0.0818768	4.4000000	3781684497.2090654
4.4040302	4.4034754	4.4037528	0.0819565	0.0818523	0.0819307	4.4037528	0.0819132	4.4000000	3781684498.3658142
4.4037528	4.4040302	4.4037528	0.0821890	0.0821391	0.0818712	4.4038453	0.0820664	4.4000000	3781684499.5340304
4.4037528	4.4034754	4.4043076	0.0820798	0.0820888	0.0823123	4.4038453	0.0821603	4.4000000	3781684500.7060690
4.4037528	4.4040302	4.4045852	0.0826755	0.0826707	0.0820985	4.4041227	0.0824815	4.4000000	3781684501.9365888
4.4034754	4.4040302	4.4037528	0.0822703	0.0823343	0.0822837	4.4037528	0.0822961	4.4000000	3781684503.0923343
4.4031980	4.4043076	4.4037528	0.0823795	0.0824480	0.0821138	4.4037528	0.0823138	4.4000000	3781684504.2521367
4.4037528	4.4037528	4.4040302	0.0820073	0.0819068	0.0819496	4.4038453	0.0819546	4.4000000	3781684505.4220552
4.4040302	4.4034754	4.4031980	0.0819357	0.0820400	0.0822966	4.4035679	0.0820908	4.4000000	3781684506.5635223
4.4043076	4.4040302	4.4040302	0.0823981	0.0823047	0.0824823	4.4041227	0.0823950	4.4000000	3781684507.7231960
4.4043076	4.4040302	4.4037528	0.0824210	0.0821463	0.0820611	4.4040302	0.0822095	4.4000000	3781684508.8820014
4.4037528	4.4034754	4.4040302	0.0822877	0.0818429	0.0821899	4.4037528	0.0821068	4.4000000	3781684510.0461774
4.4040302	4.4045852	4.4040302	0.0821453	0.0819464	0.0819963	4.4042152	0.0820293	4.4000000	3781684511.2643256
4.4043076	4.4040302	4.4040302	0.0822520	0.0820942	0.0822653	4.4041227	0.0822038	4.4000000	3781684512.4370880
4.4040302	4.4037528	4.4031980	0.0821113	0.0822013	0.0819154	4.4036603	0.0820760	4.4000000	3781684513.5967679
4.4034754	4.4037528	4.4037528	0.0820202	0.0819509	0.0819867	4.4036603	0.0819860	4.4000000	3781684514.7539673
4.4037528	4.4034754	4.4031980	0.0822511	0.0816306	0.0818480	4.4034754	0.0819099	4.4000000	3781684515.9181290
4.4037528	4.4034754	4.4034754	0.0819147	0.0820077	0.0821057	4.4035679	0.0820094	4.4000000	3781684517.0820727
4.4034754	4.4040302	4.4029204	0.0820399	0.0819044	0.0819843	4.4034753	0.0819762	4.4000000	3781684518.2466278
4.4031980	4.4037528	4.4029204	0.0818392	0.0814982	0.0816199	4.4032904	0.0816524	4.4000000	3781684519.4062366
4.4037528	4.4031980	4.4040302	0.0818171	0.0818876	0.0819326	4.4036603	0.0818791	4.4000000	3781684520.5782089
4.4037528	4.4034754	4.4040302	0.0817882	0.0816414	0.0818121	4.4037528	0.0817472	4.4000000	3781684521.7410274
4.4034754	4.4029204	4.4031980	0.0816708	0.0817585	0.0816072	4.4031979	0.0816788	4.4000000	3781684522.9027791
4.4031980	4.4037528	4.4037528	0.0816735	0.0816578	0.0819526	4.4035679	0.0817613	4.4000000	3781684524.0671248
4.4034754	4.4040302	4.4031980	0.0816508	0.0815166	0.0815129	4.4035679	0.0815601	4.4000000	3781684525.2298241
4.4043076	4.4037528	4.4043076	0.0815562	0.0817658	0.0815997	4.4041227	0.0816406	4.4000000	3781684526.3972759
4.4034754	4.4034754	4.4037528	0.0814991	0.0815108	0.0814604	4.4035679	0.0814901	4.4000000	3781684527.5688663
4.4037528	4.4037528	4.4031980	0.0815759	0.0813379	0.0814443	4.4035679	0.0814527	4.4000000	3781684528.7266474
4.4040302	4.4040302	4.4034754	0.0815461	0.0814101	0.0814418	4.4038453	0.0814660	4.4000000	3781684529.8891625
4.4043076	4.4040302	4.4043076	0.0815510	0.0812139	0.0814780	4.4042151	0.0814143	4.4000000	3781684531.1128607
4.4040302	4.4034754	4.4031980	0.0811948	0.0812634	0.0811580	4.4035679	0.0812054	4.4000000	3781684532.2690415
4.4040302	4.4040302	4.4034754	0.0813312	0.0811879	0.0812033	4.4038453	0.0812408	4.4000000	3781684533.4354720
4.4037528	4.4031980	4.4037528	0.0812244	0.0811170	0.0814137	4.4035679	0.0812517	4.4000000	3781684534.5969648
4.4034754	4.4034754	4.4034754	0.0811642	0.0811930	0.0812105	4.4034754	0.0811892	4.4000000	3781684535.7693882
4.4037528	4.4034754	4.4037528	0.0814763	0.0810485	0.0812740	4.4036603	0.0812663	4.4000000	3781684536.9234352
4.4040302	4.4034754	4.4037528	0.0812298	0.0811015	0.0810686	4.4037528	0.0811333	4.4000000	3781684538.0780215
4.4031980	4.4034754	4.4031980	0.0812068	0.0812526	0.0809066	4.4032905	0.0811220	4.4000000	3781684539.2430129
4.4040302	4.4037528	4.4031980	0.0810895	0.0812259	0.0808563	4.4036603	0.0810572	4.4000000	3781684540.3984914
4.4029204	4.4031980	4.4031980	0.0809158	0.0808861	0.0811245	4.4031055	0.0809755	4.4000000	3781684541.5638776
4.4037528	4.4034754	4.4034754	0.0812190	0.0810655	0.0812624	4.4035679	0.0811823	4.4000000	3781684542.7179928
4.4037528	4.4031980	4.4031980	0.0809783	0.0809242	0.0810152	4.4033829	0.0809726	4.4000000	3781684543.8784342
4.4034754	4.4031980	4.4031980	0.0809336	0.0809197	0.0811346	4.4032905	0.0809960	4.4000000	3781684545.0381350
4.4034754	4.4031980	4.4034754	0.0809432	0.0807972	0.0809584	4.4033829	0.0808996	4.4000000	3781684546.1820874
4.4034754	4.4034754	4.4031980	0.0807755	0.0807325	0.0806054	4.4033829	0.0807044	4.4000000	3781684547.3432288
4.4026430	4.4031980	4.4034754	0.0806624	0.0807907	0.0808646	4.4031055	0.0807726	4.4000000	3781684548.5063338
4.4031980	4.4031980	4.4029204	0.0808164	0.0805405	0.0811747	4.4031055	0.0808439	4.4000000	3781684549.6707473
4.4029204	4.4034754	4.4037528	0.0810750	0.0809216	0.0807873	4.4033829	0.0809280	4.4000000	3781684550.8318353
4.4034754	4.4034754	4.4029204	0.0807360	0.0809396	0.0806970	4.4032904	0.0807909	4.4000000	3781684551.9958568
4.4034754	4.4029204	4.4031980	0.0810416	0.0810171	0.0809629	4.4031979	0.0810072	4.4000000	3781684553.1562457
4.4031980	4.4029204	4.4031980	0.0810258	0.0808587	0.0812262	4.4031055	0.0810369	4.4000000	3781684554.3187385
4.4031980	4.4031980	4.4031980	0.0810686	0.0808622	0.0810210	4.4031980	0.0809839	4.4000000	3781684555.4950914
4.4031980	4.4029204	4.4034754	0.0810425	0.0807813	0.0807655	4.4031979	0.0808631	4.4000000	3781684556.6596704
4.4029204	4.4029204	4.4031980	0.0808444	0.0806565	0.0806169	4.4030129	0.0807059	4.4000000	3781684557.8299098
4.4034754	4.4037528	4.4037528	0.0809060	0.0808847	0.0806276	4.4036603	0.0808061	4.4000000	3781684558.9938560
4.4031980	4.4031980	4.4034754	0.0806829	0.0809282	0.0807023	4.4032905	0.0807711	4.4000000	3781684560.1442065
4.4031980	4.4034754	4.4034754	0.0809966	0.0808774	0.0808253	4.4033829	0.0808998	4.4000000	3781684561.3115969
4.4034754	4.4031980	4.4034754	0.0806580	0.0805867	0.0806250	4.4033829	0.0806232	4.4000000	3781684562.4877343
4.4031980	4.4034754	4.4034754	0.0808687	0.0805636	0.0809360	4.4033829	0.0807894	4.4000000	3781684563.6563296
4.4034754	4.4034754	4.4031980	0.0809159	0.0805599	0.0804162	4.4033829	0.0806307	4.4000000	3781684564.8303695
4.4034754	4.4031980	4.4037528	0.0805548	0.0804410	0.0804311	4.4034754	0.0804757	4.4000000	3781684566.0085521
4.4031980	4.4034754	4.4031980	0.0804905	0.0806468	0.0804517	4.4032905	0.0805297	4.4000000	3781684567.1630545
4.4034754	4.4040302	4.4037528	0.0807174	0.0808015	0.0805903	4.4037528	0.0807031	4.4000000	3781684568.3281870
4.4037528	4.4034754	4.4031980	0.0806376	0.0806841	0.0804650	4.4034754	0.0805956	4.4000000	3781684569.4970231
4.4031980	4.4034754	4.4031980	0.0804381	0.0804489	0.0805419	4.4032905	0.0804763	4.4000000	3781684570.6640511
4.4031980	4.4037528	4.4034754	0.0807192	0.0806602	0.0802743	4.4034754	0.0805513	4.4000000	3781684571.8294735
4.4034754	4.4043076	4.4034754	0.0801240	0.0801610	0.0801462	4.4037528	0.0801437	4.4000000	3781684572.9944911
4.4037528	4.4034754	4.4031980	0.0802338	0.0800589	0.0803189	4.4034754	0.0802039	4.4000000	3781684574.1580434
4.4034754	4.4037528	4.4034754	0.0800792	0.0801030	0.0800946	4.4035679	0.0800923	4.4000000	3781684575.3203778
4.4031980	4.4031980	4.4034754	0.0803822	0.0804246	0.0805656	4.4032905	0.0804575	4.4000000	3781684576.4868345
4.4034754	4.4029204	4.4034754	0.0803053	0.0804371	0.0804381	4.4032904	0.0803935	4.4000000	3781684577.6481175
4.4037528	4.4034754	4.4034754	0.0805437	0.0802638	0.0801737	4.4035679	0.0803270	4.4000000	3781684578.8192286
4.4031980	4.4034754	4.4031980	0.0801638	0.0800958	0.0801662	4.4032905	0.0801419	4.4000000	3781684579.9913678
4.4031980	4.4037528	4.4034754	0.0799158	0.0800221	0.0801873	4.4034754	0.0800417	4.4000000	3781684581.1933751
4.4034754	4.4031980	4.4037528	0.0798469	0.0800282	0.0799724	4.4034754	0.0799492	4.4000000	3781684582.3621416
4.4029204	4.4031980	4.4034754	0.0797896	0.0797069	0.0797083	4.4031979	0.0797350	4.4000000	3781684583.5323911
4.4026430	4.4034754	4.4031980	0.0795858	0.0798220	0.0796258	4.4031055	0.0796778	4.4000000	3781684584.6876945
4.4031980	4.4037528	4.4031980	0.0799249	0.0799074	0.0798660	4.4033829	0.0798994	4.4000000	3781684585.8479810
4.4031980	4.4031980	4.4034754	0.0800244	0.0797115	0.0795726	4.4032905	0.0797695	4.4000000	3781684587.0198159
4.4029204	4.4029204	4.4034754	0.0795520	0.0794151	0.0797912	4.4031054	0.0795861	4.4000000	3781684588.1843791
4.4031980	4.4029204	4.4034754	0.0795408	0.0793739	0.0796524	4.4031979	0.0795223	4.4000000	3781684589.3482408
4.4031980	4.4029204	4.4031980	0.0793942	0.0793046	0.0795435	4.4031055	0.0794141	4.4000000	3781684590.5182543
4.4029204	4.4029204	4.4031980	0.0796493	0.0797344	0.0796926	4.4030129	0.0796921	4.4000000	3781684591.6900735
4.4034754	4.4031980	4.4029204	0.0796229	0.0797028	0.0795273	4.4031979	0.0796177	4.4000000	3781684592.8561230
4.4029204	4.4029204	4.4034754	0.0791412	0.0794661	0.0795135	4.4031054	0.0793736	4.4000000	3781684594.0203896
4.4031980	4.4031980	4.4031980	0.0794918	0.0795113	0.0792049	4.4031980	0.0794027	4.4000000	3781684595.1786122
4.4031980	4.4029204	4.4029204	0.0793486	0.0794685	0.0794560	4.4030129	0.0794244	4.4000000	3781684596.3708367
4.4023656	4.4029204	4.4026430	0.0792451	0.0791808	0.0792983	4.4026430	0.0792414	4.4000000	3781684597.5336986
4.4026430	4.4031980	4.4026430	0.0793560	0.0794761	0.0793480	4.4028280	0.0793934	4.4000000	3781684598.7132282
4.4023656	4.4023656	4.4029204	0.0793813	0.0794030	0.0794346	4.4025505	0.0794063	4.4000000	3781684599.8851681
4.4026430	4.4031980	4.4031980	0.0792123	0.0794155	0.0793498	4.4030130	0.0793259	4.4000000	3781684601.0559330
4.4031980	4.4029204	4.4031980	0.0791722	0.0793033	0.0793497	4.4031055	0.0792751	4.4000000	3781684602.2264290
4.4031980	4.4031980	4.4034754	0.0791494	0.0791992	0.0789211	4.4032905	0.0790899	4.4000000	3781684603.3895273
4.4026430	4.4037528	4.4034754	0.0792707	0.0793123	0.0793172	4.4032904	0.0793001	4.4000000	3781684604.5528898
4.4029204	4.4034754	4.4031980	0.0791711	0.0794421	0.0793229	4.4031979	0.0793120	4.4000000	3781684605.7189975
4.4031980	4.4031980	4.4031980	0.0789432	0.0792563	0.0795431	4.4031980	0.0792475	4.4000000	3781684606.9380846
4.4037528	4.4037528	4.4037528	0.0793579	0.0791215	0.0791841	4.4037528	0.0792212	4.4000000	3781684608.1000848
4.4031980	4.4034754	4.4037528	0.0791896	0.0793185	0.0793796	4.4034754	0.0792959	4.4000000	3781684609.2525425
4.4037528	4.4034754	4.4029204	0.0793144	0.0789439	0.0790805	4.4033829	0.0791129	4.4000000	3781684610.4195528
4.4029204	4.4031980	4.4029204	0.0792976	0.0790071	0.0790286	4.4030129	0.0791111	4.4000000	3781684611.5720472
4.4031980	4.4034754	4.4037528	0.0791334	0.0791935	0.0790254	4.4034754	0.0791174	4.4000000	3781684612.7262449
4.4031980	4.4037528	4.4034754	0.0790400	0.0790009	0.0789783	4.4034754	0.0790064	4.4000000	3781684613.8981247
4.4031980	4.4034754	4.4037528	0.0788964	0.0787245	0.0788167	4.4034754	0.0788125	4.4000000	3781684615.0696001
4.4037528	4.4037528	4.4031980	0.0790234	0.0789526	0.0789149	4.4035679	0.0789637	4.4000000	3781684616.2146721
4.4037528	4.4034754	4.4031980	0.0790470	0.0785712	0.0789655	4.4034754	0.0788612	4.4000000	3781684617.3789439
4.4037528	4.4037528	4.4036140	0.0790239	0.0788104	0.0792962	4.4037065	0.0790435	4.4000000	3781684618.5291071
4.4034754	4.4034754	4.4037528	0.0791037	0.0789262	0.0788306	4.4035679	0.0789535	4.4000000	3781684619.7074742
4.4037528	4.4034754	4.4034754	0.0789623	0.0788385	0.0787441	4.4035679	0.0788483	4.4000000	3781684620.8748422
4.4034754	4.4037528	4.4029204	0.0789765	0.0791004	0.0790472	4.4033829	0.0790414	4.4000000	3781684622.0293903
4.4043076	4.4037528	4.4034754	0.0791642	0.0791775	0.0789092	4.4038453	0.0790836	4.4000000	3781684623.1972046
