                     Mode	            TimeStamp [s]	              All #pulses	                  #Pulses	                      #BD	         PS  Vin Marx [V]	        Pulse length [us]	               Delay [ns]	            Cur Level [A]	           Frequency [Hz]	      Temp. Charge switch	       Temp. Pulse switch	                FUG M [V]	                      BDR	       Output voltage [V]	                FUG P [V]	           Stop condition	                 Gap [um]	      MaxPulses per Cycle	              Safe pulses	    Gain Voltage at 0 [V]	   Gain after Timeout [V]	    Conditioning Goal [V]	                  Max BDR	               Cur M [mA]	         Pulses before BD	               PulsesMarx	                        S	             Target V [V]	                 Polarity	                Generator	          Temperature [K]	           CG Step Up [V]	         CG Step Down [V]	          Min Cycles @ GC	    Min Cycles Since Decr	          Max BDR to Incr	          Min BDR to Decr	          Pulse Window GC	              Cycles @ CG	        Cycles Since Decr	                   BDR GC	        Conditioning Mode
                        0	          3769079725.9538	                    25190	                     1000	                        1	                      364	                     1.00	                      600	                       25	                  1000.00	                    17.20	                    31.60	                 366.1660	                 1.000E-6	                5077.2008	                 366.1207	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                     5.34	                        0	                      100	                       10	                     5401	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 1.000E-7	                        2
                        0	          3769079728.3968	                    25290	                     1100	                        1	                      371	                     1.00	                      600	                       25	                  1000.00	                    17.20	                    31.50	                 371.8830	                 1.000E-6	                5158.1944	                 371.8459	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    17.54	                        0	                      100	                       11	                     5401	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 1.000E-7	                        2
                        0	          3769079730.8159	                    25390	                     1200	                        1	                      375	                     1.00	                      600	                       25	                  1000.00	                    17.40	                    31.40	                 376.1860	                 1.000E-6	                5219.1557	                 376.1399	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    10.48	                        0	                      100	                       12	                     5401	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 1.000E-7	                        2
                        0	          3769079733.2527	                    25490	                     1300	                        1	                      378	                     1.00	                      600	                       26	                  1000.00	                    17.40	                    31.40	                 379.4140	                 1.000E-6	                5264.8873	                 379.3603	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    40.58	                        0	                      100	                       13	                     5401	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 1.000E-7	                        2
                        0	          3769079735.6912	                    25590	                     1400	                        1	                      381	                     1.00	                      600	                       26	                  1000.00	                    17.40	                    31.30	                 381.8330	                 1.000E-6	                5299.1576	                 381.7756	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    41.77	                        0	                      100	                       14	                     5401	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 1.000E-7	                        2
                        0	          3769079738.1338	                    25690	                     1500	                        1	                      382	                     1.00	                      600	                       26	                  1000.00	                    17.40	                    31.30	                 383.6370	                 1.000E-6	                5324.7152	                 383.5871	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    41.97	                        0	                      100	                       15	                     5401	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 1.000E-7	                        2
                        0	          3769079740.5539	                    25790	                     1600	                        1	                      384	                     1.00	                      600	                       26	                  1000.00	                    17.50	                    31.30	                 384.9980	                 1.000E-6	                5343.9967	                 384.9458	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    42.12	                        0	                      100	                       16	                     5401	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 1.000E-7	                        2
                        0	          3769079742.9951	                    25890	                     1700	                        1	                      385	                     1.00	                      600	                       26	                  1000.00	                    17.50	                    31.30	                 386.0140	                 1.000E-6	                5358.3905	                 385.9647	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    15.11	                        0	                      100	                       17	                     5401	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 1.000E-7	                        2
                        0	          3769079745.4360	                    25990	                     1800	                        1	                      385	                     1.00	                      600	                       26	                  1000.00	                    17.50	                    31.30	                 386.7860	                 1.000E-6	                5369.3275	                 386.7289	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    42.22	                        0	                      100	                       18	                     5401	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 1.000E-7	                        2
                        0	          3769079747.8753	                    26090	                     1900	                        1	                      387	                     1.00	                      600	                       26	                  1000.00	                    17.50	                    31.20	                 387.3620	                 1.000E-6	                5377.4878	                 387.3021	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    42.39	                        0	                      100	                       19	                     5401	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 1.000E-7	                        2
                        0	          3769079750.2863	                    26190	                     2000	                        1	                      387	                     1.00	                      600	                       26	                  1000.00	                    17.70	                    31.20	                 387.7830	                 1.000E-6	                5383.4522	                 387.7320	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    40.53	                        0	                      100	                       20	                     5401	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 1.000E-7	                        2
                        0	          3769079752.7310	                    26290	                     2100	                        1	                      387	                     1.00	                      600	                       26	                  1000.00	                    17.50	                    31.20	                 388.1090	                 1.000E-6	                5388.0707	                 388.0544	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    42.47	                        0	                      100	                       21	                     5401	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 1.000E-7	                        2
                        0	          3769079755.1702	                    26390	                     2200	                        1	                      387	                     1.00	                      600	                       26	                  1000.00	                    17.70	                    31.20	                 388.3410	                 1.000E-6	                5391.3574	                 388.2962	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    27.79	                        0	                      100	                       22	                     5401	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 1.000E-7	                        2
                        0	          3769079854.8169	                   124190	                   100000	                        1	                      388	                     1.00	                      600	                       26	                  1000.00	                    20.00	                    34.90	                 389.0690	                 9.048E-7	                5401.6711	                 389.0216	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    42.58	                        0	                    97800	                        0	                     5401	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        1	                 9.900E-8	                        2
                        0	          3769079956.6389	                   224190	                   100000	                        1	                      389	                     1.00	                      600	                       26	                  1000.00	                    26.10	                    35.60	                 390.1270	                 8.187E-7	                5416.6600	                 390.0804	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    42.75	                        0	                   100000	                        0	                     5416	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        2	                 9.802E-8	                        2
                        2	          3769080057.7338	                   323459	                    99269	                        2	                      390	                     1.00	                      600	                       26	                  1000.00	                    28.50	                    36.00	                 391.1820	                 1.741E-6	                5431.6063	                 391.1392	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    42.87	                   299269	                    99269	                        0	                     5431	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        3	                 1.971E-7	                        2
                        0	          3769080070.2368	                   323559	                      100	                        2	                       84	                     1.00	                      600	                        8	                  1000.00	                    27.30	                    35.60	                  84.4758	                 1.741E-6	                1086.4527	                  84.4580	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                     8.60	                        0	                      100	                        1	                     5432	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        4	                 1.971E-7	                        2
                        0	          3769080072.6799	                   323659	                      200	                        2	                      186	                     1.00	                      600	                       14	                  1000.00	                    26.70	                    35.50	                 161.1810	                 1.741E-6	                2173.1470	                 161.1459	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    17.11	                        0	                      100	                        2	                     5432	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        4	                 1.971E-7	                        2
                        0	          3769080075.0994	                   323759	                      300	                        2	                      218	                     1.00	                      600	                       18	                  1000.00	                    26.10	                    35.30	                 218.7050	                 1.741E-6	                2988.0983	                 218.6619	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    23.51	                        0	                      100	                        3	                     5432	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        4	                 1.971E-7	                        2
                        0	          3769080077.5447	                   323859	                      400	                        2	                      261	                     1.00	                      600	                       20	                  1000.00	                    24.90	                    35.20	                 261.8420	                 1.741E-6	                3599.2268	                 261.7989	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    28.34	                        0	                      100	                        4	                     5432	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        4	                 1.971E-7	                        2
                        0	          3769080079.9895	                   323959	                      500	                        2	                      293	                     1.00	                      600	                       22	                  1000.00	                    24.30	                    34.90	                 294.1950	                 1.741E-6	                4057.5767	                 294.1516	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    31.95	                        0	                      100	                        5	                     5432	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        4	                 1.971E-7	                        2
                        0	          3769080082.4282	                   324059	                      600	                        2	                      318	                     1.00	                      600	                       23	                  1000.00	                    23.60	                    34.80	                 318.4560	                 1.741E-6	                4401.2860	                 318.4161	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    34.67	                        0	                      100	                        6	                     5432	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        4	                 1.971E-7	                        2
                        0	          3769080084.8698	                   324159	                      700	                        2	                      336	                     1.00	                      600	                       24	                  1000.00	                    23.00	                    34.60	                 336.6630	                 1.741E-6	                4659.2273	                 336.6146	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    34.75	                        0	                      100	                        7	                     5432	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        4	                 1.971E-7	                        2
                        0	          3769080087.2855	                   324259	                      800	                        2	                      350	                     1.00	                      600	                       24	                  1000.00	                    22.40	                    34.50	                 350.3100	                 1.741E-6	                4852.5665	                 350.2634	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    38.21	                        0	                      100	                        8	                     5432	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        4	                 1.971E-7	                        2
                        0	          3769080089.7269	                   324359	                      900	                        2	                      360	                     1.00	                      600	                       25	                  1000.00	                    21.80	                    34.30	                 360.5410	                 1.741E-6	                4997.5106	                 360.5000	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    30.78	                        0	                      100	                        9	                     5432	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        4	                 1.971E-7	                        2
                        0	          3769080092.1709	                   324459	                     1000	                        2	                      367	                     1.00	                      600	                       25	                  1000.00	                    21.20	                    34.20	                 368.2220	                 1.741E-6	                5106.3285	                 368.1774	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    40.27	                        0	                      100	                       10	                     5432	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        4	                 1.971E-7	                        2
                        0	          3769080094.6219	                   324559	                     1100	                        2	                      373	                     1.00	                      600	                       25	                  1000.00	                    20.00	                    34.00	                 373.9830	                 1.741E-6	                5187.9455	                 373.9355	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    40.39	                        0	                      100	                       11	                     5432	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        4	                 1.971E-7	                        2
                        0	          3769080097.0384	                   324659	                     1200	                        2	                      378	                     1.00	                      600	                       25	                  1000.00	                    19.40	                    33.80	                 378.3060	                 1.741E-6	                5249.1901	                 378.2541	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    25.62	                        0	                      100	                       12	                     5432	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        4	                 1.971E-7	                        2
                        0	          3769080099.4762	                   324759	                     1300	                        2	                      380	                     1.00	                      600	                       26	                  1000.00	                    19.40	                    33.80	                 381.5500	                 1.741E-6	                5295.1483	                 381.4930	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                    41.76	                        0	                      100	                       13	                     5432	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        4	                 1.971E-7	                        2
                        2	          3769080101.9125	                   324763	                     1304	                        3	                      383	                     1.00	                      600	                       26	                  1000.00	                    18.80	                    33.70	                 383.9700	                 2.739E-6	                5329.4328	                 383.9222	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     5600	                 1.000E-5	                     2.22	                     1304	                        4	                        0	                     5432	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                        4	                 2.970E-7	                        2
