                     Mode	            TimeStamp [s]	              All #pulses	                  #Pulses	                      #BD	         PS  Vin Marx [V]	        Pulse length [us]	               Delay [ns]	            Cur Level [A]	           Frequency [Hz]	      Temp. Charge switch	       Temp. Pulse switch	                FUG M [V]	                      BDR	       Output voltage [V]	                FUG P [V]	           Stop condition	                 Gap [um]	      MaxPulses per Cycle	              Safe pulses	    Gain Voltage at 0 [V]	   Gain after Timeout [V]	    Conditioning Goal [V]	                  Max BDR	               Cur M [mA]	         Pulses before BD	               PulsesMarx	                        S	             Target V [V]	                 Polarity	                Generator	          Temperature [K]	           CG Step Up [V]	         CG Step Down [V]	          Min Cycles @ GC	    Min Cycles Since Decr	          Max BDR to Incr	          Min BDR to Decr	          Pulse Window GC	              Cycles @ CG	        Cycles Since Decr	                   BDR GC	        Conditioning Mode
                        0	          3769429751.4529	                  1100000	                   100000	                        0	                      433	                     1.00	                      600	                       27	                   990.00	                    34.30	                    37.20	                 434.5980	                 3.655E-8	                6046.6874	                 434.5495	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    47.32	                        0	                   100000	                        0	                     6046	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       10	                 1.559E-7	                        2
                        0	          3769429855.3026	                  1200000	                   100000	                        0	                      434	                     1.00	                      600	                       27	                   980.00	                    34.30	                    37.30	                 435.6590	                 3.307E-8	                6061.7188	                 435.6083	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    46.99	                        0	                   100000	                        0	                     6061	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       11	                 1.543E-7	                        2
                        2	          3769429905.8726	                  1247767	                    47767	                        1	                      435	                     1.00	                      600	                       27	                   980.00	                    34.40	                    37.30	                 436.7120	                 1.032E-6	                6076.6368	                 436.6671	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    47.11	                  1247767	                    47767	                        0	                     6076	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       12	                 2.536E-7	                        2
                        0	          3769429918.3530	                  1247867	                      100	                        1	                       93	                     1.00	                      600	                        9	                   980.00	                    34.20	                    36.80	                  93.5655	                 1.032E-6	                1215.2278	                  93.5635	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                     8.89	                        0	                      100	                        1	                     6077	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 2.536E-7	                        2
                        0	          3769429920.7842	                  1247967	                      200	                        1	                      249	                     1.00	                      600	                       15	                   980.00	                    34.10	                    36.70	                 179.3800	                 1.032E-6	                2430.9750	                 179.3571	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    18.77	                        0	                      100	                        2	                     6077	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 2.536E-7	                        2
                        0	          3769429923.2022	                  1248067	                      300	                        1	                      243	                     1.00	                      600	                       19	                   980.00	                    34.00	                    36.40	                 243.7340	                 1.032E-6	                3342.6880	                 243.7022	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    25.82	                        0	                      100	                        3	                     6077	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 2.536E-7	                        2
                        0	          3769429925.6397	                  1248167	                      400	                        1	                      291	                     1.00	                      600	                       22	                   980.00	                    32.80	                    36.20	                 292.0000	                 1.032E-6	                4026.4798	                 291.9611	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    31.12	                        0	                      100	                        4	                     6077	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 2.536E-7	                        2
                        0	          3769429928.0778	                  1248267	                      500	                        1	                      327	                     1.00	                      600	                       23	                   980.00	                    31.60	                    36.00	                 328.1870	                 1.032E-6	                4539.1465	                 328.1552	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    24.87	                        0	                      100	                        5	                     6077	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 2.536E-7	                        2
                        0	          3769429930.5207	                  1248367	                      600	                        1	                      354	                     1.00	                      600	                       25	                   980.00	                    31.00	                    35.80	                 355.3520	                 1.032E-6	                4923.9972	                 355.3008	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    38.09	                        0	                      100	                        6	                     6077	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 2.536E-7	                        2
                        0	          3769429932.9630	                  1248467	                      700	                        1	                      375	                     1.00	                      600	                       25	                   980.00	                    29.70	                    35.60	                 375.7090	                 1.032E-6	                5212.3980	                 375.6600	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    16.29	                        0	                      100	                        7	                     6077	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 2.536E-7	                        2
                        0	          3769429935.4003	                  1248567	                      800	                        1	                      390	                     1.00	                      600	                       26	                   980.00	                    29.10	                    35.40	                 390.9660	                 1.032E-6	                5428.5462	                 390.9294	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    32.80	                        0	                      100	                        8	                     6077	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 2.536E-7	                        2
                        0	          3769429937.8161	                  1248667	                      900	                        1	                      402	                     1.00	                      600	                       26	                   980.00	                    27.90	                    35.20	                 402.4270	                 1.032E-6	                5590.9160	                 402.3815	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    20.04	                        0	                      100	                        9	                     6077	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 2.536E-7	                        2
                        0	          3769429940.2509	                  1248767	                     1000	                        1	                      409	                     1.00	                      600	                       27	                   980.00	                    27.30	                    35.00	                 411.0090	                 1.032E-6	                5712.4985	                 410.9705	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    44.24	                        0	                      100	                       10	                     6077	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 2.536E-7	                        2
                        2	          3769429942.6945	                  1248846	                     1079	                        2	                      417	                     1.00	                      600	                       27	                   980.00	                    26.10	                    34.90	                 417.4620	                 2.030E-6	                5803.9191	                 417.4123	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                     5.79	                     1079	                       79	                        0	                     6077	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 3.536E-7	                        2
                        0	          3769429955.1837	                  1248946	                      100	                        2	                       93	                     1.00	                      600	                        9	                   980.00	                    22.40	                    34.10	                  93.5848	                 2.030E-6	                1215.5013	                  93.5777	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                     3.18	                        0	                      100	                        1	                     6064	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 3.536E-7	                        2
                        0	          3769429957.6082	                  1249046	                      200	                        2	                      249	                     1.00	                      600	                       15	                   980.00	                    21.20	                    33.90	                 179.1680	                 2.030E-6	                2427.9716	                 179.1382	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                     7.98	                        0	                      100	                        2	                     6064	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 3.536E-7	                        2
                        0	          3769429960.0293	                  1249146	                      300	                        2	                      242	                     1.00	                      600	                       19	                   980.00	                    21.20	                    33.80	                 243.3510	                 2.030E-6	                3337.2619	                 243.3087	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    14.95	                        0	                      100	                        3	                     6064	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 3.536E-7	                        2
                        0	          3769429962.4735	                  1249246	                      400	                        2	                      291	                     1.00	                      600	                       22	                   980.00	                    20.00	                    33.70	                 291.4840	                 2.030E-6	                4019.1695	                 291.4365	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    31.05	                        0	                      100	                        4	                     6064	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 3.536E-7	                        2
                        0	          3769429964.8914	                  1249346	                      500	                        2	                      327	                     1.00	                      600	                       23	                   980.00	                    19.40	                    33.60	                 327.5740	                 2.030E-6	                4530.4621	                 327.5324	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    34.54	                        0	                      100	                        5	                     6064	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 3.536E-7	                        2
                        0	          3769429967.3354	                  1249446	                      600	                        2	                      354	                     1.00	                      600	                       25	                   980.00	                    19.40	                    33.50	                 354.6460	                 2.030E-6	                4913.9952	                 354.6043	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    37.99	                        0	                      100	                        6	                     6064	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 3.536E-7	                        2
                        0	          3769429969.7584	                  1249546	                      700	                        2	                      374	                     1.00	                      600	                       25	                   980.00	                    18.80	                    33.40	                 374.9570	                 2.030E-6	                5201.7443	                 374.9082	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    40.24	                        0	                      100	                        7	                     6064	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 3.536E-7	                        2
                        0	          3769429972.2021	                  1249646	                      800	                        2	                      389	                     1.00	                      600	                       26	                   980.00	                    18.20	                    33.40	                 390.1830	                 2.030E-6	                5417.4533	                 390.1362	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    41.92	                        0	                      100	                        8	                     6064	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 3.536E-7	                        2
                        0	          3769429974.6460	                  1249746	                      900	                        2	                      401	                     1.00	                      600	                       26	                   980.00	                    17.50	                    33.20	                 401.6000	                 2.030E-6	                5579.1997	                 401.5571	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    42.38	                        0	                      100	                        9	                     6064	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 3.536E-7	                        2
                        0	          3769429977.0609	                  1249846	                     1000	                        2	                      409	                     1.00	                      600	                       27	                   980.00	                    16.90	                    33.10	                 410.1630	                 2.030E-6	                5700.5131	                 410.1229	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    44.12	                        0	                      100	                       10	                     6064	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 3.536E-7	                        2
                        0	          3769429979.5018	                  1249946	                     1100	                        2	                      415	                     1.00	                      600	                       27	                   980.00	                    16.90	                    33.10	                 416.5950	                 2.030E-6	                5791.6362	                 416.5472	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    42.80	                        0	                      100	                       11	                     6064	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 3.536E-7	                        2
                        0	          3769429981.9445	                  1250046	                     1200	                        2	                      420	                     1.00	                      600	                       27	                   980.00	                    16.30	                    33.00	                 421.4160	                 2.030E-6	                5859.9360	                 421.3654	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    45.37	                        0	                      100	                       12	                     6064	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 3.536E-7	                        2
                        0	          3769429984.3842	                  1250146	                     1300	                        2	                      424	                     1.00	                      600	                       27	                   980.00	                    15.70	                    32.90	                 425.0230	                 2.030E-6	                5911.0370	                 424.9790	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    43.97	                        0	                      100	                       13	                     6064	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 3.536E-7	                        2
                        0	          3769429986.8286	                  1250246	                     1400	                        2	                      427	                     1.00	                      600	                       27	                   980.00	                    15.70	                    32.90	                 427.7290	                 2.030E-6	                5949.3733	                 427.6893	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    26.21	                        0	                      100	                       14	                     6064	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 3.536E-7	                        2
                        0	          3769429989.2519	                  1250346	                     1500	                        2	                      429	                     1.00	                      600	                       27	                   980.00	                    15.10	                    32.80	                 429.7660	                 2.030E-6	                5978.2318	                 429.7220	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    46.30	                        0	                      100	                       15	                     6064	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 3.536E-7	                        2
                        0	          3769429991.6886	                  1250446	                     1600	                        2	                      430	                     1.00	                      600	                       27	                   980.00	                    14.50	                    32.70	                 431.3040	                 2.030E-6	                6000.0208	                 431.2465	                        0	                       66	                   100000	                    20000	                      -14	                       14	                     6100	                 1.000E-5	                    41.87	                        0	                      100	                       16	                     6064	                        1	                        1	                    287.0	                      100	                      200	                      100	                       20	                 1.000E-6	                 2.000E-5	                 10000000	                        0	                       13	                 3.536E-7	                        2
